0,1,2,3,4,5,6,7
,,"Deletion
(7314 reads)","Insertion
(13811 reads)",,"Unmodified
(26395 reads)",,"UC(Other)
(2668 reads)"
0,0,7314,13811,0,26395,0,2668
0.0,0.0,14.573204750139476,27.51853032597434,0.0,52.59225312823782,0.0,5.316011795648362
