right_nhej_ki,LEFT_NO_DETECTED,both_rc_inout_indicators,is_nearly_rightinout_ki,has_outout_reversible_indicators,no_rightinout_rc_indicators,overall_edited_insertion,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_imperfect_ki_complex,is_nearly_leftinout_ki,right_imperfect_ki_complex,RIGHT_NO_DETECTED,right_perfect_ki,overall_edited_substitution,no_leftinout_rc_indicators,LEFT_IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,no_rightinout_indicators,has_leftinout_indicators,both_inout_indicators,PRECISE_KNOCK_IN,multiple_outout_indicators,has_outout_indicators,DELETION_EDITING,no_leftinout_indicators,unexpected_mutations,LEFT_PRECISE_KNOCK_IN,rightonly_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_untreated,is_nonspecific_outout_indicators,is_treated,is_perfect_outout_ki,other_left_mutations,untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,has_outout_no_indicators,leftonly_inout_indicators,left_nhej_ki,other_left_rc_mutations,has_outout_rc_indicators,SUBSTITUTION_EDITING,total,no_inout_indicators,left_perfect_ki,OTHERS,no_outout_indicators,RIGHT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,has_outout_any_indicators,has_edited_fragment_seq_in_other,donor_insertion,RIGHT_OTHER_MUATIONS,right_nearly_ki,left_rc_nhej_ki,is_perfect_ki_has_rightinout_indicators,IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,right_rc_imperfect_ki_complex,other_right_mutations,overall_edited_deletion,LEFT_OTHER_MUATIONS,has_multi_rightinout_indicators,INSERT_EDITING,UNTREATED,left_nearly_ki,left_rc_imperfect_ki_complex,other_right_rc_mutations,right_rc_nhej_ki
0,4885,0,0,0,4885,636,0,0,0,0,4885,0,0,4885,0,0,0,4885,0,0,0,0,4839,2889,4885,0,0,0,0,1314,0,3525,0,0,1314,0,0,46,0,0,0,0,0,4885,4839,0,46,46,0,0,4839,0,0,0,0,0,0,0,0,0,0,2889,0,0,636,1314,0,0,0,0
