is_nearly_leftinout_ki,has_outout_any_indicators,overall_edited_deletion,has_outout_reversible_indicators,left_nearly_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,both_inout_indicators,right_nhej_ki,SUBSTITUTION_EDITING,is_perfect_outout_ki,LEFT_NO_DETECTED,no_rightinout_rc_indicators,OTHERS,overall_edited_insertion,has_outout_no_indicators,LEFT_OTHER_MUATIONS,other_left_mutations,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,overall_edited_substitution,left_imperfect_ki_complex,no_outout_indicators,leftonly_rc_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,is_perfect_ki_has_rightinout_indicators,total,both_rc_inout_indicators,right_nearly_ki,right_imperfect_ki_complex,has_multi_leftinout_indicators,left_rc_nhej_ki,other_right_rc_mutations,other_right_mutations,is_treated,has_outout_rc_indicators,INSERT_EDITING,is_nonspecific_outout_indicators,other_left_rc_mutations,DELETION_EDITING,has_outout_indicators,LEFT_PRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,untreated,right_rc_nhej_ki,has_edited_fragment_seq_in_other,is_perfect_ki_has_leftinout_indicators,has_leftinout_indicators,is_untreated,UNTREATED,unexpected_mutations,left_nhej_ki,PRECISE_KNOCK_IN,is_nearly_rightinout_ki,RIGHT_OTHER_MUATIONS,RIGHT_NO_DETECTED,donor_insertion,has_multi_rightinout_indicators,has_rightinout_indicators,rightonly_rc_inout_indicators,no_leftinout_indicators,no_rightinout_indicators,right_perfect_ki,no_inout_indicators,left_rc_imperfect_ki_complex,no_leftinout_rc_indicators,leftonly_inout_indicators,left_perfect_ki,IMPRECISE_KNOCK_IN,rightonly_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX
0,29018,2177,0,0,0,0,0,0,0,29341,29341,377,3060,323,0,0,0,0,0,0,323,0,0,0,0,29341,0,0,0,0,0,0,0,5291,0,3060,0,0,2177,29018,0,0,23727,0,0,0,0,23727,23727,54,0,0,0,0,29341,0,0,0,0,29341,29341,0,29018,0,29341,0,0,0,0,0
