overall_edited_substitution,no_outout_indicators,is_perfect_outout_ki,no_leftinout_indicators,rightonly_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,no_leftinout_rc_indicators,overall_edited_insertion,untreated,LEFT_NO_DETECTED,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,has_outout_indicators,multiple_outout_indicators,leftonly_rc_inout_indicators,right_nearly_ki,is_nearly_rightinout_ki,has_outout_no_indicators,right_rc_nhej_ki,has_outout_rc_indicators,both_rc_inout_indicators,is_perfect_ki_has_leftinout_indicators,no_rightinout_rc_indicators,DELETION_EDITING,has_outout_any_indicators,unexpected_mutations,left_nearly_ki,left_imperfect_ki_complex,has_outout_reversible_indicators,PRECISE_KNOCK_IN,no_inout_indicators,total,INSERT_EDITING,UNTREATED,has_rightinout_indicators,leftonly_inout_indicators,LEFT_PRECISE_KNOCK_IN,rightonly_rc_inout_indicators,right_nhej_ki,has_multi_leftinout_indicators,right_rc_imperfect_ki_complex,left_perfect_ki,other_right_rc_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_leftinout_indicators,other_right_mutations,both_inout_indicators,is_treated,SUBSTITUTION_EDITING,right_perfect_ki,is_nonspecific_outout_indicators,OTHERS,other_left_mutations,RIGHT_PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,other_left_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,no_rightinout_indicators,left_rc_nhej_ki,overall_edited_deletion,has_multi_rightinout_indicators,IMPRECISE_KNOCK_IN,donor_insertion,right_imperfect_ki_complex,left_nhej_ki,LEFT_OTHER_MUATIONS,RIGHT_OTHER_MUATIONS,is_nearly_leftinout_ki,is_untreated,left_rc_imperfect_ki_complex
27,74,0,1746,0,0,1746,789,576,1746,0,1746,0,0,0,0,0,74,0,1672,0,0,1746,280,1672,0,0,0,0,0,1672,1746,789,576,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,27,0,0,74,0,0,0,0,0,0,1746,0,280,0,0,0,0,0,0,0,0,576,0
