has_multi_leftinout_indicators,overall_edited_insertion,no_leftinout_rc_indicators,has_outout_no_indicators,INSERT_EDITING,right_rc_imperfect_ki_complex,is_untreated,right_imperfect_ki_complex,has_outout_indicators,untreated,has_rightinout_indicators,other_right_mutations,IMPRECISE_KNOCK_IN,other_right_rc_mutations,right_nhej_ki,left_nearly_ki,both_inout_indicators,rightonly_inout_indicators,both_rc_inout_indicators,has_multi_rightinout_indicators,is_nonspecific_outout_indicators,left_rc_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,UNTREATED,left_perfect_ki,has_edited_fragment_seq_in_other,has_leftinout_indicators,LEFT_NO_DETECTED,RIGHT_IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,right_rc_nhej_ki,RIGHT_OTHER_MUATIONS,multiple_outout_indicators,DELETION_EDITING,has_outout_rc_indicators,is_perfect_ki_has_leftinout_indicators,SUBSTITUTION_EDITING,is_nearly_rightinout_ki,RIGHT_PRECISE_KNOCK_IN,other_left_mutations,LEFT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,unexpected_mutations,is_perfect_outout_ki,no_rightinout_rc_indicators,overall_edited_deletion,left_imperfect_ki_complex,is_nearly_leftinout_ki,right_perfect_ki,left_rc_imperfect_ki_complex,left_nhej_ki,no_outout_indicators,is_perfect_ki_has_rightinout_indicators,rightonly_rc_inout_indicators,donor_insertion,leftonly_inout_indicators,has_outout_any_indicators,total,no_inout_indicators,no_rightinout_indicators,has_outout_reversible_indicators,leftonly_rc_inout_indicators,OTHERS,overall_edited_substitution,right_nearly_ki,is_treated,other_left_rc_mutations,no_leftinout_indicators
0,7625,12733,152,7625,0,803,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,12733,0,0,0,0,0,0,4153,12581,0,0,0,0,0,0,12733,0,0,0,12733,4153,0,0,0,0,0,152,0,0,0,0,12581,12733,12581,12733,0,0,152,0,0,11778,0,12733
