LEFT_PRECISE_KNOCK_IN,total,overall_edited_substitution,RIGHT_IMPRECISE_KNOCK_IN,left_rc_nhej_ki,right_nearly_ki,has_outout_indicators,no_inout_indicators,is_untreated,overall_edited_insertion,both_rc_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,PRECISE_KNOCK_IN,is_treated,OTHERS,left_imperfect_ki_complex,leftonly_inout_indicators,unexpected_mutations,left_perfect_ki,is_perfect_ki_has_leftinout_indicators,left_nhej_ki,has_outout_any_indicators,has_outout_reversible_indicators,DELETION_EDITING,has_edited_fragment_seq_in_other,has_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,left_nearly_ki,has_leftinout_indicators,right_rc_nhej_ki,multiple_outout_indicators,no_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,has_multi_leftinout_indicators,RIGHT_OTHER_MUATIONS,right_rc_imperfect_ki_complex,right_perfect_ki,is_nonspecific_outout_indicators,has_multi_rightinout_indicators,LEFT_NO_DETECTED,SUBSTITUTION_EDITING,overall_edited_deletion,LEFT_IMPRECISE_KNOCK_IN,no_outout_indicators,UNTREATED,has_outout_rc_indicators,donor_insertion,RIGHT_NO_DETECTED,right_nhej_ki,other_left_rc_mutations,other_right_rc_mutations,left_rc_imperfect_ki_complex,other_left_mutations,both_inout_indicators,right_imperfect_ki_complex,other_right_mutations,no_leftinout_indicators,INSERT_EDITING,is_nearly_rightinout_ki,RIGHT_PRECISE_KNOCK_IN,rightonly_rc_inout_indicators,rightonly_inout_indicators,leftonly_rc_inout_indicators,IMPRECISE_KNOCK_IN,is_perfect_outout_ki,is_nearly_leftinout_ki,has_outout_no_indicators,no_leftinout_rc_indicators,untreated
0,12899,0,0,0,0,12632,12632,7153,1565,0,0,12899,0,5479,267,0,0,0,0,0,0,12632,0,3914,0,0,0,0,0,0,0,12899,0,0,0,0,0,0,0,0,12899,0,3914,0,267,7153,0,0,12899,0,0,0,0,0,0,0,0,12899,1565,0,0,0,0,0,0,0,0,267,12899,7153
