0,1,2,3,4,5,6,7
,,"Deletion
(3914 reads)","Insertion
(1565 reads)",,"Unmodified
(7153 reads)",,"UC(Other)
(267 reads)"
0,0,3914,1565,0,7153,0,267
0.0,0.0,30.343437475773317,12.132723466935422,0.0,55.453911155903555,0.0,2.0699279013877048
