right_perfect_ki,untreated,is_nearly_rightinout_ki,both_rc_inout_indicators,LEFT_NO_DETECTED,is_perfect_ki_has_rightinout_indicators,is_untreated,RIGHT_IMPRECISE_KNOCK_IN,overall_edited_deletion,leftonly_inout_indicators,is_perfect_ki_has_leftinout_indicators,no_rightinout_rc_indicators,has_edited_fragment_seq_in_other,PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,left_imperfect_ki_complex,overall_edited_substitution,LEFT_PRECISE_KNOCK_IN,is_nearly_leftinout_ki,has_outout_any_indicators,left_nearly_ki,has_multi_leftinout_indicators,has_multi_rightinout_indicators,leftonly_rc_inout_indicators,SUBSTITUTION_EDITING,has_outout_indicators,other_right_mutations,left_nhej_ki,has_outout_rc_indicators,both_inout_indicators,no_leftinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_no_indicators,other_left_mutations,rightonly_inout_indicators,unexpected_mutations,OTHERS,has_rightinout_indicators,is_nonspecific_outout_indicators,total,UNTREATED,other_left_rc_mutations,right_rc_imperfect_ki_complex,has_outout_reversible_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,donor_insertion,no_rightinout_indicators,right_imperfect_ki_complex,RIGHT_OTHER_MUATIONS,RIGHT_NO_DETECTED,left_rc_nhej_ki,left_perfect_ki,DELETION_EDITING,right_nhej_ki,other_right_rc_mutations,RIGHT_PRECISE_KNOCK_IN,right_nearly_ki,no_leftinout_rc_indicators,left_rc_imperfect_ki_complex,no_outout_indicators,right_rc_nhej_ki,no_inout_indicators,is_perfect_outout_ki,INSERT_EDITING,multiple_outout_indicators,IMPRECISE_KNOCK_IN,overall_edited_insertion,is_treated,has_leftinout_indicators,LEFT_IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators
0,333,0,0,3426,0,333,0,1846,0,0,3426,0,0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,3077,0,3426,0,349,0,0,0,349,0,0,3426,333,0,0,0,0,0,3426,0,0,3426,0,0,1846,0,0,0,0,3426,0,349,0,3077,0,898,0,0,898,2744,0,0,0
