overall_edited_insertion,other_right_mutations,both_rc_inout_indicators,no_rightinout_rc_indicators,total,has_outout_rc_indicators,is_nearly_rightinout_ki,left_perfect_ki,is_perfect_outout_ki,left_nhej_ki,is_untreated,untreated,right_nhej_ki,has_outout_reversible_indicators,RIGHT_PRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,leftonly_inout_indicators,has_outout_any_indicators,is_nearly_leftinout_ki,has_multi_leftinout_indicators,left_rc_imperfect_ki_complex,overall_edited_deletion,LEFT_PRECISE_KNOCK_IN,UNTREATED,has_outout_no_indicators,no_outout_indicators,both_inout_indicators,PRECISE_KNOCK_IN,OTHERS,overall_edited_substitution,is_perfect_ki_has_rightinout_indicators,no_leftinout_rc_indicators,no_rightinout_indicators,INSERT_EDITING,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,multiple_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,has_outout_indicators,right_nearly_ki,right_rc_nhej_ki,LEFT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,has_rightinout_indicators,RIGHT_OTHER_MUATIONS,has_edited_fragment_seq_in_other,has_multi_rightinout_indicators,unexpected_mutations,is_nonspecific_outout_indicators,RIGHT_NO_DETECTED,LEFT_NO_DETECTED,rightonly_inout_indicators,other_right_rc_mutations,left_imperfect_ki_complex,left_nearly_ki,no_leftinout_indicators,right_imperfect_ki_complex,right_rc_imperfect_ki_complex,no_inout_indicators,other_left_rc_mutations,SUBSTITUTION_EDITING,has_leftinout_indicators,left_rc_nhej_ki,donor_insertion,DELETION_EDITING,other_left_mutations,right_perfect_ki,leftonly_rc_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators
22456,0,0,42812,42812,42507,0,0,0,0,14762,14762,0,0,0,0,0,42507,0,0,0,5289,0,14762,305,305,0,0,305,0,0,42812,42812,22456,0,0,0,0,27745,0,0,0,0,0,0,0,0,0,0,0,42812,42812,0,0,0,0,42812,0,0,42507,0,0,0,0,0,5289,0,0,0,0,0
