,
WT1,2.66904157246296,2.66904157246296
WT2,2.91612687698258,2.91612687698258
WT3,2.64888705445879,2.64888705445879
T41,3.44481860345549,3.44481860345549
T42,3.3392933400684,3.3392933400684
T43,5.02493892456093,5.02493892456093
GB1,2.36626730854157,2.36626730854157
GB2,2.83042783709339,2.83042783709339
GB3,2.15822295408431,2.15822295408431
HifiH1,3.43109446599948,3.43109446599948
HifiH2,2.89800246376821,2.89800246376821
HifiH3,2.25374375202133,2.25374375202133
HifiH41,3.44419252654411,3.44419252654411
HifiH42,4.31012581912599,4.31012581912599
HifiH43,3.43794622061738,3.43794622061738
HifiHB1,4.59554998759722,4.59554998759722
HifiHB2,4.17477268065342,4.17477268065342
HifiHB3,2.56616879568828,2.56616879568828
