A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,2.77545423671295,6.44288396623862,6.46198158594713,7.91361840752962,5.86194100044338,6.73465521833623,7.23352447180528,6.82555453473873,4.28933578943925,7.96021216841139
ATP5G1,7.42809943158753,1.77790274755867,7.36778682447183,8.46401957323796,5.88042527707018,5.51999729187821,6.37990187314709,6.48633964296422,4.22312302401388,5.03718347045889
BRP44,5.29354156899673,5.47018953419873,4.81711107413553,6.97884100544476,7.16711866223335,6.29446943903334,4.99218225817874,6.75423793476889,3.93635330955163,5.96379437377442
C16orf93,7.28751639082977,4.80905444272974,5.54455852845368,7.07476997234112,6.25469491741204,6.94102995714943,4.236777317531,7.09114661804002,4.74219504761628,4.54539182693566
CD34,8.39680384468901,7.16212920350971,9.52163610919537,10.9285194366863,1.75734637822794,3.42847073927159,8.8171311574861,9.66546047141733,9.10378287071335,8.61173638062497
MAP3K1,6.83687774737775,4.83649750174033,6.87426955500914,8.56043172591906,3.33006402208671,1.5138864341199,4.86288199079865,7.44841060839722,4.83636507897704,5.46699058457128
PCSK91,7.62168470921123,6.80018145737508,8.56027249721625,10.1272089294616,6.42779981472146,6.3880428607941,1.72626522843399,9.0045049998259,6.68356966077008,4.64233905824206
PPP1R12C-Exon2,5.41128291246525,5.3088525508676,5.11488974101881,6.72653291202134,6.28122189679001,6.52476828682513,4.51305856239631,4.51215717106035,3.63048175710715,5.54772230178499
TPH22,6.05368527923343,3.41550638209949,5.62429670180916,6.95745237936756,5.58064268058685,5.49748075594368,4.32385551879132,5.96739817512966,1.72202282060415,4.97285918479915
XRCC6,5.32992464836785,4.92267616809879,6.38629573701954,6.5703234166458,6.5010490833507,6.51964249424404,3.91111360813279,6.10350532346644,5.68377446882337,2.23749445158397
