A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,2.77023765309481,6.26411295330927,6.31094236483819,7.90702172403093,7.57534419764593,8.50854860352316,6.81271221103866,6.73191223029054,4.84565605332337,7.29015410736738
ATP5G1,6.98355432304483,3.0520475215707,7.32261553162206,8.49267001091573,6.48371540114171,6.21458107076352,6.73781807638252,6.75346639542911,4.33722680404254,5.59861924537927
BRP44,6.35022690406564,5.19801697436881,5.67948402043716,7.65928151293143,7.42688211216781,6.59598542779865,5.40058709391052,5.76908780138905,4.07390333689793,6.38231886127695
C16orf93,7.46129732642875,4.64965148487799,5.83984010322843,7.13770319904909,6.63012032429313,6.95393160793803,4.64383098985066,6.22439263187777,4.93585789819361,4.70888406929259
CD34,8.76973562356888,7.45298092403731,9.78124808751565,11.3077152369747,1.87166449310855,3.80605040362125,9.15541851020012,9.99659166642917,9.78784165269636,8.84348535285311
MAP3K1,7.4649250295748,5.55024029564506,7.84675195510992,9.26816169476974,4.2638977693597,3.14474247152792,7.32759510597266,8.09412465604759,6.19935781640111,7.05112524570676
PCSK91,8.73900958630192,7.37253345802775,9.17948916470368,10.5693523755498,8.53188051901146,8.59782247612935,2.42556145029343,9.35159556424426,7.22126570917355,4.67011943243496
PPP1R12C-Exon2,6.15230201108046,6.80830598540318,6.24079172542669,7.90008620504124,6.60923654074831,6.8368093954008,6.61075202679846,6.79883079978054,4.52717372791943,7.6533857603664
TPH22,6.29187734931767,3.5825247237359,5.71920542718021,7.07099122507476,6.74295073658582,6.53763615863663,5.30619724716059,5.9861681773106,2.08647551490155,5.62203282255816
XRCC6,6.51223039108625,7.21746943343019,7.81889983914077,8.76166715255068,8.18609235717396,8.32060180803822,4.27123649357891,8.18909593697671,6.97906469212308,3.78984081953047
