A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,2.41971588303502,7.20096010368791,5.95655291815043,7.90375878694038,6.27958871464313,7.13239578282459,7.31166397969401,6.21117779662256,4.55420303572091,8.06288304730108
ATP5G1,7.12502036817709,1.85473217522354,5.87644704936469,7.4264378496752,5.94694235194888,5.68682829031071,5.12156399110755,6.11500541299297,3.66655138105933,4.03461230941861
BRP44,6.06456588711554,5.30529411216613,5.12128578202355,7.06930212600693,6.79508845349413,6.37990101697831,5.29156184240027,6.52110129930104,4.21183895576085,6.17374709831644
C16orf93,7.49851485557203,5.50529973758343,5.71887322933515,7.14656896453245,6.67833023096102,7.28227427167135,4.3637613101417,7.27877762246182,5.00112777506278,5.16313752334913
CD34,8.64122643893643,7.17702858245359,9.34355373316665,10.7867690360017,1.63428000003853,3.55242919308247,8.68672342143826,9.34497864055529,9.24719133819439,8.52003880789551
MAP3K1,6.70820593596748,4.77991837858052,7.06885494938211,8.52028255382217,3.35286335168447,1.43184089166625,4.16891702518152,7.01030763892062,4.52931471439476,4.85378221325592
PCSK91,7.7025150118113,6.09151750931919,8.44862244512076,9.9125815638871,6.13006399969048,5.91001905023384,1.82344152349479,8.59909821626386,6.46794290821867,4.00642203463816
PPP1R12C-Exon2,5.70314953458645,5.65146543026485,5.19724712608181,6.86597672941468,6.42253101398899,6.84748230987804,5.79366115217707,3.7131751885454,4.31257007616335,6.5052149560405
TPH22,5.87943190736706,3.29636631877,5.41814005650356,6.77327085810297,5.58853042307378,5.37726857213441,4.32137023765348,5.82150550397221,1.75454088382406,4.77241929145461
XRCC6,5.45264136654339,4.4107846888356,5.39901966480848,6.53985731016429,4.28607436882694,4.32824982630339,2.87025007884574,5.91207703250718,4.34172582113221,2.98666965073367
