left_rc_nhej_ki,has_outout_rc_indicators,total,right_perfect_ki,has_outout_reversible_indicators,is_untreated,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,has_leftinout_indicators,overall_edited_insertion,left_imperfect_ki_complex,INSERT_EDITING,LEFT_IMPRECISE_KNOCK_IN,is_perfect_ki_has_rightinout_indicators,has_multi_leftinout_indicators,both_rc_inout_indicators,other_right_rc_mutations,left_rc_imperfect_ki_complex,left_nearly_ki,UNTREATED,leftonly_rc_inout_indicators,LEFT_OTHER_MUATIONS,RIGHT_PRECISE_KNOCK_IN,has_rightinout_indicators,no_outout_indicators,SUBSTITUTION_EDITING,LEFT_PRECISE_KNOCK_IN,right_nhej_ki,OTHERS,no_leftinout_indicators,is_nearly_rightinout_ki,no_rightinout_rc_indicators,is_treated,is_nearly_leftinout_ki,other_left_mutations,no_rightinout_indicators,both_inout_indicators,unexpected_mutations,left_nhej_ki,RIGHT_OTHER_MUATIONS,is_nonspecific_outout_indicators,rightonly_rc_inout_indicators,has_multi_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,other_left_rc_mutations,overall_edited_substitution,has_outout_indicators,leftonly_inout_indicators,RIGHT_NO_DETECTED,other_right_mutations,left_perfect_ki,right_rc_imperfect_ki_complex,DELETION_EDITING,has_outout_any_indicators,is_perfect_outout_ki,IMPRECISE_KNOCK_IN,rightonly_inout_indicators,multiple_outout_indicators,right_rc_nhej_ki,donor_insertion,untreated,overall_edited_deletion,right_nearly_ki,PRECISE_KNOCK_IN,has_outout_no_indicators,no_leftinout_rc_indicators,has_edited_fragment_seq_in_other
0,0,37868,0,0,9117,0,0,0,37868,0,3518,0,3518,0,0,0,0,0,0,0,9117,0,0,0,0,1849,0,0,0,1939,37868,0,37868,26902,0,0,37868,0,0,0,0,90,0,0,0,0,35929,0,0,36019,0,37868,0,0,0,23294,36019,0,0,0,90,0,0,9117,23294,0,0,1849,37868,0
