UNTREATED,is_perfect_outout_ki,LEFT_PRECISE_KNOCK_IN,right_imperfect_ki_complex,is_perfect_ki_has_rightinout_indicators,right_nhej_ki,LEFT_OTHER_MUATIONS,overall_edited_substitution,left_perfect_ki,has_multi_leftinout_indicators,has_outout_reversible_indicators,leftonly_rc_inout_indicators,is_untreated,rightonly_inout_indicators,RIGHT_OTHER_MUATIONS,total,left_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,other_right_rc_mutations,both_inout_indicators,SUBSTITUTION_EDITING,no_inout_indicators,has_outout_no_indicators,RIGHT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,IMPRECISE_KNOCK_IN,OTHERS,has_outout_rc_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,LEFT_IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,no_rightinout_rc_indicators,INSERT_EDITING,is_nonspecific_outout_indicators,left_rc_nhej_ki,multiple_outout_indicators,is_nearly_leftinout_ki,PRECISE_KNOCK_IN,no_leftinout_indicators,right_nearly_ki,has_outout_any_indicators,other_right_mutations,unexpected_mutations,other_left_rc_mutations,overall_edited_deletion,donor_insertion,has_edited_fragment_seq_in_other,LEFT_NO_DETECTED,left_nhej_ki,right_rc_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_outout_indicators,no_leftinout_rc_indicators,left_rc_imperfect_ki_complex,has_rightinout_indicators,leftonly_inout_indicators,has_outout_indicators,has_leftinout_indicators,untreated,DELETION_EDITING,is_nearly_rightinout_ki,both_rc_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,overall_edited_insertion,left_nearly_ki,no_rightinout_indicators,right_perfect_ki,right_rc_nhej_ki,has_multi_rightinout_indicators,other_left_mutations
23987,0,0,0,0,0,0,0,0,0,0,0,23987,0,0,41287,0,0,0,0,0,40697,590,0,41287,0,590,0,0,16710,0,0,41287,13009,0,0,0,0,0,41287,0,40697,0,0,0,3701,0,0,41287,0,0,0,590,41287,0,0,0,40697,0,23987,3701,0,0,0,13009,0,41287,0,0,0,0
