0,1,2,3,4,5,6,7
,,"Deletion
(12303 reads)","Insertion
(23871 reads)",,"Unmodified
(28081 reads)",,"UC(Other)
(767 reads)"
0,0,12303,23871,0,28081,0,767
0.0,0.0,18.92128817938544,36.71218972040233,0.0,43.18692134969703,0.0,1.1796007505152104
