has_outout_any_indicators,no_rightinout_indicators,overall_edited_substitution,unexpected_mutations,no_outout_indicators,untreated,other_left_rc_mutations,left_perfect_ki,LEFT_OTHER_MUATIONS,leftonly_rc_inout_indicators,both_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_leftinout_indicators,RIGHT_PRECISE_KNOCK_IN,left_nhej_ki,has_multi_rightinout_indicators,UNTREATED,is_treated,OTHERS,other_right_rc_mutations,RIGHT_OTHER_MUATIONS,left_imperfect_ki_complex,right_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,no_leftinout_rc_indicators,left_rc_nhej_ki,rightonly_inout_indicators,INSERT_EDITING,has_outout_rc_indicators,PRECISE_KNOCK_IN,overall_edited_insertion,right_nhej_ki,right_rc_nhej_ki,DELETION_EDITING,is_nearly_rightinout_ki,overall_edited_deletion,leftonly_inout_indicators,total,is_untreated,has_outout_no_indicators,has_leftinout_indicators,left_rc_imperfect_ki_complex,SUBSTITUTION_EDITING,is_perfect_ki_has_leftinout_indicators,other_right_mutations,LEFT_IMPRECISE_KNOCK_IN,has_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,has_multi_leftinout_indicators,right_perfect_ki,other_left_mutations,right_rc_imperfect_ki_complex,no_inout_indicators,has_outout_indicators,is_nonspecific_outout_indicators,no_rightinout_rc_indicators,LEFT_NO_DETECTED,RIGHT_IMPRECISE_KNOCK_IN,donor_insertion,is_perfect_outout_ki,RIGHT_NO_DETECTED,has_edited_fragment_seq_in_other,is_nearly_leftinout_ki,has_outout_reversible_indicators,IMPRECISE_KNOCK_IN,both_rc_inout_indicators,rightonly_rc_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,multiple_outout_indicators,right_nearly_ki,left_nearly_ki
3201,3462,0,0,261,914,0,0,0,0,0,0,3462,0,0,0,914,2287,261,0,0,0,0,0,3462,0,0,1158,0,0,1158,0,0,1129,0,1129,0,3462,914,261,0,0,0,0,0,0,0,0,0,0,0,0,3201,3201,0,3462,3462,0,0,0,3462,0,0,0,0,0,0,0,0,0,0
