both_inout_indicators,OTHERS,overall_edited_insertion,has_outout_any_indicators,left_perfect_ki,no_leftinout_indicators,leftonly_inout_indicators,has_leftinout_indicators,has_multi_rightinout_indicators,right_rc_nhej_ki,has_outout_rc_indicators,left_nearly_ki,UNTREATED,has_rightinout_indicators,RIGHT_OTHER_MUATIONS,multiple_outout_indicators,is_treated,LEFT_OTHER_MUATIONS,no_leftinout_rc_indicators,no_rightinout_rc_indicators,left_imperfect_ki_complex,unexpected_mutations,SUBSTITUTION_EDITING,has_edited_fragment_seq_in_other,left_rc_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,is_nonspecific_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_right_rc_mutations,donor_insertion,untreated,rightonly_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,INSERT_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,other_left_mutations,LEFT_IMPRECISE_KNOCK_IN,no_rightinout_indicators,overall_edited_substitution,no_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,other_right_mutations,has_outout_no_indicators,right_perfect_ki,is_nearly_rightinout_ki,left_nhej_ki,left_rc_nhej_ki,other_left_rc_mutations,overall_edited_deletion,right_nearly_ki,no_outout_indicators,has_multi_leftinout_indicators,right_rc_imperfect_ki_complex,LEFT_NO_DETECTED,right_nhej_ki,rightonly_inout_indicators,has_outout_reversible_indicators,DELETION_EDITING,IMPRECISE_KNOCK_IN,both_rc_inout_indicators,is_nearly_leftinout_ki,right_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,PRECISE_KNOCK_IN,is_untreated,RIGHT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,is_perfect_outout_ki,total
0,52,306,2932,0,2984,0,0,0,0,0,0,1026,0,0,0,1906,0,2984,2984,0,0,4,0,0,0,0,0,0,0,1026,0,0,306,0,0,0,2984,4,2932,0,2984,0,52,0,0,0,0,0,1596,0,52,0,0,2984,0,0,0,1596,0,0,0,0,0,2932,0,1026,0,0,0,2984
