left_nearly_ki,has_outout_indicators,has_outout_no_indicators,is_perfect_ki_has_leftinout_indicators,no_inout_indicators,is_nearly_leftinout_ki,leftonly_rc_inout_indicators,is_nearly_rightinout_ki,is_nonspecific_outout_indicators,RIGHT_OTHER_MUATIONS,total,LEFT_PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,PRECISE_KNOCK_IN,LEFT_NO_DETECTED,other_right_mutations,other_right_rc_mutations,overall_edited_insertion,SUBSTITUTION_EDITING,is_perfect_ki_has_rightinout_indicators,is_untreated,LEFT_OTHER_MUATIONS,right_imperfect_ki_complex,left_nhej_ki,INSERT_EDITING,RIGHT_IMPRECISE_KNOCK_IN,rightonly_inout_indicators,has_outout_any_indicators,other_left_mutations,no_leftinout_rc_indicators,no_leftinout_indicators,multiple_outout_indicators,has_outout_reversible_indicators,untreated,is_perfect_outout_ki,has_multi_leftinout_indicators,overall_edited_deletion,leftonly_inout_indicators,donor_insertion,right_nhej_ki,left_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,both_rc_inout_indicators,RIGHT_PRECISE_KNOCK_IN,DELETION_EDITING,left_rc_nhej_ki,UNTREATED,OTHERS,no_rightinout_indicators,right_rc_imperfect_ki_complex,overall_edited_substitution,is_treated,left_rc_imperfect_ki_complex,right_perfect_ki,other_left_rc_mutations,LEFT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_leftinout_indicators,has_outout_rc_indicators,rightonly_rc_inout_indicators,no_rightinout_rc_indicators,no_outout_indicators,right_nearly_ki,left_perfect_ki,has_rightinout_indicators,both_inout_indicators,unexpected_mutations,has_edited_fragment_seq_in_other,right_rc_nhej_ki
0,0,4359,0,54607,0,0,0,0,0,58966,0,0,0,0,58966,0,0,13568,0,0,16128,0,0,0,13568,0,0,54607,0,58966,58966,0,0,16128,1,0,24910,0,0,0,0,0,0,0,24910,0,16128,4360,58966,0,0,38479,0,0,0,0,58966,0,0,54607,0,58966,4359,0,0,0,0,1,0,0
