0,1,2,3,4,5,6,7
,,"Deletion
(2338 reads)","Insertion
(679 reads)",,"Unmodified
(1783 reads)",,"UC(Other)
(44 reads)"
0,0,2338,679,0,1783,0,44
0.0,0.0,48.26589595375722,14.017341040462428,0.0,36.80842279108175,0.0,0.9083402146985963
