both_rc_inout_indicators,DELETION_EDITING,right_perfect_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,multiple_outout_indicators,no_rightinout_indicators,is_nearly_leftinout_ki,LEFT_IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,is_nonspecific_outout_indicators,rightonly_rc_inout_indicators,RIGHT_PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,has_outout_any_indicators,overall_edited_substitution,has_outout_reversible_indicators,untreated,overall_edited_deletion,UNTREATED,LEFT_NO_DETECTED,left_rc_imperfect_ki_complex,leftonly_inout_indicators,no_inout_indicators,RIGHT_OTHER_MUATIONS,has_outout_no_indicators,has_edited_fragment_seq_in_other,is_perfect_outout_ki,left_nhej_ki,left_rc_nhej_ki,RIGHT_NO_DETECTED,has_outout_indicators,is_nearly_rightinout_ki,OTHERS,other_left_mutations,is_perfect_ki_has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,both_inout_indicators,right_rc_nhej_ki,no_leftinout_rc_indicators,right_nearly_ki,is_perfect_ki_has_leftinout_indicators,has_rightinout_indicators,no_leftinout_indicators,no_rightinout_rc_indicators,no_outout_indicators,left_nearly_ki,has_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,leftonly_rc_inout_indicators,total,has_outout_rc_indicators,has_multi_rightinout_indicators,other_right_rc_mutations,right_imperfect_ki_complex,overall_edited_insertion,has_multi_leftinout_indicators,LEFT_OTHER_MUATIONS,rightonly_inout_indicators,donor_insertion,right_nhej_ki,unexpected_mutations,left_perfect_ki,other_left_rc_mutations,INSERT_EDITING,is_treated,PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,is_untreated,other_right_mutations
0,248,0,0,0,0,567,0,0,0,0,0,0,0,0,539,0,0,160,248,160,567,0,0,539,0,28,0,0,0,0,567,539,0,28,0,0,0,0,0,567,0,0,0,567,567,28,0,0,0,0,567,0,0,0,0,131,0,0,0,0,0,0,0,0,131,379,0,0,160,0
