has_outout_rc_indicators,is_nearly_rightinout_ki,right_nhej_ki,no_rightinout_rc_indicators,no_inout_indicators,other_left_mutations,DELETION_EDITING,is_perfect_outout_ki,unexpected_mutations,multiple_outout_indicators,RIGHT_NO_DETECTED,RIGHT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,OTHERS,UNTREATED,left_perfect_ki,has_outout_no_indicators,is_nearly_leftinout_ki,rightonly_inout_indicators,LEFT_NO_DETECTED,left_nhej_ki,PRECISE_KNOCK_IN,other_right_rc_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,SUBSTITUTION_EDITING,no_leftinout_rc_indicators,no_outout_indicators,is_treated,left_nearly_ki,LEFT_OTHER_MUATIONS,other_right_mutations,no_leftinout_indicators,is_perfect_ki_has_rightinout_indicators,untreated,has_outout_reversible_indicators,LEFT_PRECISE_KNOCK_IN,right_perfect_ki,has_edited_fragment_seq_in_other,other_left_rc_mutations,has_multi_leftinout_indicators,has_rightinout_indicators,both_rc_inout_indicators,leftonly_rc_inout_indicators,overall_edited_substitution,is_perfect_ki_has_leftinout_indicators,is_untreated,leftonly_inout_indicators,RIGHT_PRECISE_KNOCK_IN,donor_insertion,rightonly_rc_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,IMPRECISE_KNOCK_IN,has_outout_any_indicators,total,right_imperfect_ki_complex,has_leftinout_indicators,has_outout_indicators,left_rc_nhej_ki,no_rightinout_indicators,left_rc_imperfect_ki_complex,has_multi_rightinout_indicators,both_inout_indicators,is_nonspecific_outout_indicators,right_nearly_ki,left_imperfect_ki_complex,RIGHT_OTHER_MUATIONS,right_rc_nhej_ki,right_rc_imperfect_ki_complex,INSERT_EDITING,overall_edited_deletion,overall_edited_insertion
8909,0,0,9055,8909,0,4311,0,1552,0,9055,0,0,1698,2537,0,146,0,0,9055,0,0,0,0,0,9055,146,6372,0,0,0,9055,0,2537,0,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,8909,9055,0,0,0,0,9055,0,0,0,0,0,0,0,0,0,509,4311,509
