right_perfect_ki,no_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,has_leftinout_indicators,both_rc_inout_indicators,donor_insertion,untreated,is_treated,has_outout_rc_indicators,SUBSTITUTION_EDITING,has_outout_no_indicators,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,is_perfect_outout_ki,other_left_mutations,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,UNTREATED,right_nearly_ki,unexpected_mutations,has_outout_any_indicators,overall_edited_deletion,LEFT_IMPRECISE_KNOCK_IN,OTHERS,left_rc_nhej_ki,other_right_rc_mutations,overall_edited_substitution,no_rightinout_rc_indicators,DELETION_EDITING,has_multi_rightinout_indicators,right_imperfect_ki_complex,no_leftinout_indicators,rightonly_inout_indicators,leftonly_rc_inout_indicators,left_nhej_ki,left_nearly_ki,no_outout_indicators,no_rightinout_indicators,right_rc_nhej_ki,has_outout_reversible_indicators,right_rc_imperfect_ki_complex,overall_edited_insertion,multiple_outout_indicators,left_perfect_ki,IMPRECISE_KNOCK_IN,is_nearly_leftinout_ki,other_right_mutations,no_leftinout_rc_indicators,is_nearly_rightinout_ki,RIGHT_NO_DETECTED,total,is_nonspecific_outout_indicators,RIGHT_PRECISE_KNOCK_IN,PRECISE_KNOCK_IN,left_imperfect_ki_complex,both_inout_indicators,has_edited_fragment_seq_in_other,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,right_nhej_ki,has_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,left_rc_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_untreated,other_left_rc_mutations,INSERT_EDITING,RIGHT_OTHER_MUATIONS,rightonly_rc_inout_indicators,leftonly_inout_indicators
0,21049,0,21298,0,0,0,19796,1253,21049,0,249,0,0,0,0,0,0,19796,0,0,21049,775,0,249,0,0,0,21298,775,0,0,21298,0,0,0,0,249,21298,0,0,0,478,0,0,0,0,0,21298,0,21298,21298,0,0,0,0,0,0,0,0,0,0,0,0,0,19796,0,478,0,0,0
