Left accuracy,Left MMEJ-tendency,Left NHEJ-tendency,Left unpredictability,Left unpredictable knock-in insert,Left unpredictable knock-in deletion,Left efficiency,Left occupancy,Left MMEJ/NHEJ joinability,Right accuracy,Right MMEJ-tendency,Right NHEJ-tendency,Right unpredictability,Right unpredictable knock-in insert,Right unpredictable knock-in deletion,Right efficiency,Right occupancy,Right MMEJ/NHEJ joinability,Precise Knock-in Efficiency,Knock-in Efficiency,Indels Editing Efficiency,Editing Efficiency,Accuracy,Occupancy,Conservative,Precise Knock-in zygomorphy,NHEJ-assisted Knock-in zygomorphy,Integration zygomorphy,Left reversibility,Right reversibility
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991921005385996,0.5991921005385996,0.0,0.0,0.25987432675044886,0,0,0,0,0
