has_outout_reversible_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,other_left_mutations,has_outout_rc_indicators,is_untreated,is_perfect_outout_ki,has_multi_rightinout_indicators,left_imperfect_ki_complex,right_rc_nhej_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_NO_DETECTED,no_inout_indicators,no_rightinout_indicators,OTHERS,right_rc_imperfect_ki_complex,SUBSTITUTION_EDITING,no_rightinout_rc_indicators,left_nearly_ki,LEFT_NO_DETECTED,right_imperfect_ki_complex,has_outout_indicators,both_rc_inout_indicators,left_perfect_ki,has_outout_no_indicators,is_nearly_leftinout_ki,is_perfect_ki_has_rightinout_indicators,untreated,INSERT_EDITING,is_treated,has_rightinout_indicators,leftonly_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,multiple_outout_indicators,total,has_edited_fragment_seq_in_other,is_perfect_ki_has_leftinout_indicators,no_outout_indicators,other_right_rc_mutations,no_leftinout_indicators,right_nearly_ki,other_right_mutations,has_leftinout_indicators,left_rc_nhej_ki,is_nearly_rightinout_ki,both_inout_indicators,right_nhej_ki,overall_edited_insertion,PRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,unexpected_mutations,overall_edited_substitution,has_outout_any_indicators,overall_edited_deletion,RIGHT_OTHER_MUATIONS,left_nhej_ki,other_left_rc_mutations,IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,LEFT_PRECISE_KNOCK_IN,rightonly_inout_indicators,donor_insertion,DELETION_EDITING,leftonly_rc_inout_indicators,left_rc_imperfect_ki_complex,is_nonspecific_outout_indicators,no_leftinout_rc_indicators,rightonly_rc_inout_indicators,right_perfect_ki
0,0,259,0,0,259,0,0,0,0,0,1752,1446,1752,306,0,6,1752,0,1752,0,1446,0,0,306,0,0,259,401,1187,0,0,0,0,0,1752,0,0,306,0,1752,0,0,0,0,0,0,0,401,0,0,0,0,6,1446,780,0,0,0,0,0,0,0,0,780,0,0,0,1752,0,0
