has_outout_reversible_indicators,RIGHT_IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,is_perfect_ki_has_rightinout_indicators,has_edited_fragment_seq_in_other,left_nhej_ki,overall_edited_insertion,no_rightinout_indicators,donor_insertion,LEFT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,LEFT_PRECISE_KNOCK_IN,has_multi_leftinout_indicators,untreated,rightonly_rc_inout_indicators,has_outout_any_indicators,left_rc_imperfect_ki_complex,has_multi_rightinout_indicators,leftonly_rc_inout_indicators,is_nonspecific_outout_indicators,rightonly_inout_indicators,left_imperfect_ki_complex,overall_edited_substitution,multiple_outout_indicators,no_leftinout_indicators,left_nearly_ki,right_perfect_ki,both_inout_indicators,IMPRECISE_KNOCK_IN,has_outout_indicators,has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,has_leftinout_indicators,RIGHT_OTHER_MUATIONS,PRECISE_KNOCK_IN,no_inout_indicators,overall_edited_deletion,LEFT_OTHER_MUATIONS,OTHERS,right_nhej_ki,INSERT_EDITING,UNTREATED,no_leftinout_rc_indicators,has_outout_no_indicators,is_nearly_rightinout_ki,both_rc_inout_indicators,right_rc_imperfect_ki_complex,unexpected_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_PRECISE_KNOCK_IN,is_nearly_leftinout_ki,other_right_mutations,is_untreated,left_perfect_ki,no_rightinout_rc_indicators,is_perfect_outout_ki,no_outout_indicators,LEFT_NO_DETECTED,DELETION_EDITING,total,left_rc_nhej_ki,other_left_mutations,right_imperfect_ki_complex,right_rc_nhej_ki,other_right_rc_mutations,right_nearly_ki,has_outout_rc_indicators,is_perfect_ki_has_leftinout_indicators,other_left_rc_mutations,leftonly_inout_indicators
0,0,0,0,0,0,0,3090,0,0,3090,0,0,0,0,4,0,0,0,0,0,0,0,0,3090,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3087,0,0,0,3090,3086,0,0,0,1,0,0,0,0,0,0,3090,0,3086,3090,3,3090,0,0,0,0,0,0,4,0,0,0
