has_outout_rc_indicators,left_imperfect_ki_complex,overall_edited_deletion,no_outout_indicators,other_right_rc_mutations,right_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,right_rc_nhej_ki,overall_edited_substitution,has_rightinout_indicators,UNTREATED,no_inout_indicators,has_leftinout_indicators,has_multi_rightinout_indicators,leftonly_rc_inout_indicators,has_edited_fragment_seq_in_other,is_nearly_leftinout_ki,no_leftinout_indicators,overall_edited_insertion,IMPRECISE_KNOCK_IN,leftonly_inout_indicators,rightonly_rc_inout_indicators,left_rc_nhej_ki,INSERT_EDITING,no_rightinout_indicators,has_outout_no_indicators,PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,right_nearly_ki,DELETION_EDITING,untreated,total,right_nhej_ki,no_leftinout_rc_indicators,is_perfect_ki_has_rightinout_indicators,right_imperfect_ki_complex,other_left_rc_mutations,LEFT_NO_DETECTED,has_outout_any_indicators,left_nhej_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,both_inout_indicators,right_perfect_ki,has_outout_indicators,is_nonspecific_outout_indicators,other_left_mutations,donor_insertion,left_nearly_ki,RIGHT_IMPRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,is_perfect_outout_ki,left_perfect_ki,is_perfect_ki_has_leftinout_indicators,no_rightinout_rc_indicators,LEFT_IMPRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,other_right_mutations,has_multi_leftinout_indicators,both_rc_inout_indicators,OTHERS,is_treated,SUBSTITUTION_EDITING,is_nearly_rightinout_ki,is_untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,rightonly_inout_indicators,unexpected_mutations,RIGHT_OTHER_MUATIONS,multiple_outout_indicators
0,0,1555,22,0,0,0,0,0,0,927,2684,0,0,0,0,0,2706,202,0,0,0,0,202,2706,22,0,2706,0,1555,927,2706,0,2706,0,0,0,2706,2684,0,0,0,0,2684,0,0,0,0,0,0,0,0,0,0,2706,0,0,0,0,0,22,1757,0,0,927,0,0,0,0,0,0
