right_perfect_ki,left_nearly_ki,leftonly_inout_indicators,no_outout_indicators,multiple_outout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,right_rc_nhej_ki,OTHERS,has_leftinout_indicators,is_nearly_rightinout_ki,SUBSTITUTION_EDITING,untreated,LEFT_PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,other_right_rc_mutations,rightonly_rc_inout_indicators,DELETION_EDITING,right_imperfect_ki_complex,is_nonspecific_outout_indicators,total,both_inout_indicators,no_rightinout_indicators,has_outout_indicators,has_multi_rightinout_indicators,rightonly_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,other_left_rc_mutations,is_perfect_outout_ki,has_edited_fragment_seq_in_other,PRECISE_KNOCK_IN,is_treated,has_outout_rc_indicators,no_leftinout_rc_indicators,RIGHT_OTHER_MUATIONS,no_rightinout_rc_indicators,RIGHT_NO_DETECTED,both_rc_inout_indicators,right_nearly_ki,LEFT_OTHER_MUATIONS,UNTREATED,RIGHT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,has_multi_leftinout_indicators,LEFT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,left_imperfect_ki_complex,other_right_mutations,is_perfect_ki_has_rightinout_indicators,no_leftinout_indicators,right_nhej_ki,donor_insertion,right_rc_imperfect_ki_complex,is_untreated,is_perfect_ki_has_leftinout_indicators,has_outout_no_indicators,is_nearly_leftinout_ki,has_outout_any_indicators,other_left_mutations,left_rc_imperfect_ki_complex,has_outout_reversible_indicators,overall_edited_substitution,INSERT_EDITING,overall_edited_insertion,has_rightinout_indicators,overall_edited_deletion,unexpected_mutations,IMPRECISE_KNOCK_IN,left_rc_nhej_ki,left_nhej_ki
0,0,0,381,0,0,5711,0,381,0,0,0,958,0,0,0,0,3921,0,0,6092,0,6092,5711,0,0,0,0,0,0,0,4753,0,6092,0,6092,6092,0,0,0,958,0,0,0,6092,0,0,0,0,0,6092,0,0,0,958,0,381,0,5711,0,0,0,0,832,832,0,3921,0,0,0,0
