0,1,2,3,4,5,6,7
,,"Deletion
(17010 reads)","Insertion
(21723 reads)","Frequent Substitution
(65 reads)","Unmodified
(11830 reads)",,"UC(Other)
(1622 reads)"
0,0,17010,21723,65,11830,0,1622
0.0,0.0,32.55502392344498,41.57511961722488,0.1244019138755981,22.641148325358852,0.0,3.104306220095694
