is_perfect_outout_ki,RIGHT_PRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,left_imperfect_ki_complex,right_nearly_ki,left_nearly_ki,UNTREATED,right_perfect_ki,left_nhej_ki,right_imperfect_ki_complex,has_multi_rightinout_indicators,no_rightinout_rc_indicators,no_leftinout_indicators,IMPRECISE_KNOCK_IN,is_treated,is_perfect_ki_has_rightinout_indicators,has_outout_rc_indicators,has_outout_any_indicators,LEFT_IMPRECISE_KNOCK_IN,untreated,has_edited_fragment_seq_in_other,both_rc_inout_indicators,other_right_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,no_leftinout_rc_indicators,RIGHT_NO_DETECTED,INSERT_EDITING,RIGHT_OTHER_MUATIONS,has_leftinout_indicators,has_outout_indicators,leftonly_inout_indicators,donor_insertion,is_nonspecific_outout_indicators,has_outout_no_indicators,no_outout_indicators,other_right_rc_mutations,left_perfect_ki,right_rc_nhej_ki,right_rc_imperfect_ki_complex,is_nearly_rightinout_ki,LEFT_NO_DETECTED,no_inout_indicators,right_nhej_ki,both_inout_indicators,is_nearly_leftinout_ki,left_rc_nhej_ki,multiple_outout_indicators,unexpected_mutations,overall_edited_insertion,overall_edited_substitution,DELETION_EDITING,total,is_perfect_ki_has_leftinout_indicators,rightonly_inout_indicators,SUBSTITUTION_EDITING,is_untreated,LEFT_PRECISE_KNOCK_IN,has_rightinout_indicators,overall_edited_deletion,LEFT_OTHER_MUATIONS,has_multi_leftinout_indicators,PRECISE_KNOCK_IN,no_rightinout_indicators,leftonly_rc_inout_indicators,rightonly_rc_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,other_left_mutations,OTHERS,other_left_rc_mutations
0,0,0,0,0,0,158,0,0,0,0,1953,1953,0,1633,0,0,1791,0,158,0,0,0,0,0,0,1953,1953,793,0,0,1791,0,0,0,162,162,0,0,0,0,0,1953,1791,0,0,0,0,0,0,793,9,831,1953,0,0,9,158,0,0,831,0,0,0,1953,0,0,0,0,162,0
