is_nonspecific_outout_indicators,right_perfect_ki,right_rc_nhej_ki,right_rc_imperfect_ki_complex,has_multi_rightinout_indicators,PRECISE_KNOCK_IN,other_left_rc_mutations,no_rightinout_indicators,UNTREATED,leftonly_inout_indicators,rightonly_inout_indicators,right_nearly_ki,right_imperfect_ki_complex,no_leftinout_rc_indicators,no_rightinout_rc_indicators,LEFT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,both_inout_indicators,RIGHT_NO_DETECTED,left_nhej_ki,has_outout_reversible_indicators,left_rc_imperfect_ki_complex,left_rc_nhej_ki,overall_edited_substitution,DELETION_EDITING,RIGHT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,multiple_outout_indicators,RIGHT_OTHER_MUATIONS,untreated,no_inout_indicators,left_perfect_ki,donor_insertion,OTHERS,left_nearly_ki,leftonly_rc_inout_indicators,left_imperfect_ki_complex,is_treated,has_outout_rc_indicators,has_multi_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,INSERT_EDITING,has_leftinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,has_outout_indicators,is_untreated,other_right_rc_mutations,rightonly_rc_inout_indicators,SUBSTITUTION_EDITING,is_nearly_rightinout_ki,is_perfect_outout_ki,total,other_left_mutations,is_nearly_leftinout_ki,has_outout_no_indicators,has_outout_any_indicators,LEFT_NO_DETECTED,right_nhej_ki,is_perfect_ki_has_leftinout_indicators,IMPRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,no_leftinout_indicators,is_perfect_ki_has_rightinout_indicators,has_rightinout_indicators,no_outout_indicators,overall_edited_deletion,overall_edited_insertion,other_right_mutations,unexpected_mutations
0,0,0,0,0,0,0,1388,700,0,0,0,0,1388,1388,0,0,0,1388,0,0,0,0,0,446,0,0,0,0,700,1258,0,0,131,0,0,0,558,0,0,0,0,111,0,0,0,1258,700,0,0,0,0,0,1388,0,0,130,1258,1388,0,0,0,0,1388,0,0,130,446,111,0,1
