0,1,2,3,4,5,6,7
,,"Deletion
(2426 reads)","Insertion
(125 reads)",,"Unmodified
(1998 reads)",,"UC(Other)
(94 reads)"
0,0,2426,125,0,1998,0,94
0.0,0.0,52.2506999784622,2.692224854619858,0.0,43.03252207624381,0.0,2.024553090674133
