left_imperfect_ki_complex,OTHERS,rightonly_inout_indicators,rightonly_rc_inout_indicators,other_left_mutations,has_outout_reversible_indicators,overall_edited_substitution,left_perfect_ki,has_outout_indicators,has_outout_any_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_right_rc_mutations,is_perfect_ki_has_rightinout_indicators,no_inout_indicators,left_nearly_ki,has_leftinout_indicators,right_perfect_ki,untreated,LEFT_OTHER_MUATIONS,no_outout_indicators,LEFT_IMPRECISE_KNOCK_IN,right_rc_nhej_ki,is_nearly_rightinout_ki,unexpected_mutations,is_nearly_leftinout_ki,has_rightinout_indicators,leftonly_inout_indicators,other_left_rc_mutations,right_rc_imperfect_ki_complex,has_outout_rc_indicators,is_untreated,is_treated,overall_edited_insertion,donor_insertion,INSERT_EDITING,no_leftinout_rc_indicators,is_perfect_outout_ki,RIGHT_NO_DETECTED,no_rightinout_rc_indicators,both_inout_indicators,right_imperfect_ki_complex,PRECISE_KNOCK_IN,is_nonspecific_outout_indicators,SUBSTITUTION_EDITING,left_rc_imperfect_ki_complex,multiple_outout_indicators,total,other_right_mutations,no_leftinout_indicators,has_outout_no_indicators,right_nhej_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_OTHER_MUATIONS,UNTREATED,has_multi_rightinout_indicators,right_nearly_ki,LEFT_NO_DETECTED,has_edited_fragment_seq_in_other,IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,both_rc_inout_indicators,no_rightinout_indicators,left_nhej_ki,DELETION_EDITING,leftonly_rc_inout_indicators,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,overall_edited_deletion,LEFT_PRECISE_KNOCK_IN,left_rc_nhej_ki,is_perfect_ki_has_leftinout_indicators
0,561,0,0,0,0,0,0,0,4894,0,0,0,4894,0,0,0,977,0,561,0,0,0,0,0,0,0,0,0,4894,977,3917,2019,0,2019,5455,0,5455,5455,0,0,0,0,0,0,0,5455,0,5455,561,0,0,0,977,0,0,5455,0,0,0,0,5455,0,1898,0,0,0,1898,0,0,0
