right_nhej_ki,no_leftinout_indicators,overall_edited_deletion,leftonly_rc_inout_indicators,other_right_mutations,multiple_outout_indicators,is_nearly_rightinout_ki,left_rc_imperfect_ki_complex,LEFT_NO_DETECTED,is_nearly_leftinout_ki,right_rc_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,leftonly_inout_indicators,left_nearly_ki,donor_insertion,untreated,unexpected_mutations,DELETION_EDITING,has_outout_rc_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_multi_leftinout_indicators,IMPRECISE_KNOCK_IN,no_rightinout_rc_indicators,right_rc_nhej_ki,right_imperfect_ki_complex,has_outout_indicators,no_leftinout_rc_indicators,PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,RIGHT_NO_DETECTED,RIGHT_OTHER_MUATIONS,INSERT_EDITING,UNTREATED,left_rc_nhej_ki,has_outout_no_indicators,OTHERS,left_perfect_ki,both_inout_indicators,other_left_rc_mutations,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE_KNOCK_IN,no_outout_indicators,left_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,has_outout_any_indicators,has_rightinout_indicators,other_right_rc_mutations,is_untreated,both_rc_inout_indicators,no_inout_indicators,no_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,right_perfect_ki,rightonly_inout_indicators,rightonly_rc_inout_indicators,is_treated,is_nonspecific_outout_indicators,is_perfect_outout_ki,has_outout_reversible_indicators,left_nhej_ki,overall_edited_substitution,has_multi_rightinout_indicators,total,SUBSTITUTION_EDITING,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,overall_edited_insertion,other_left_mutations,right_nearly_ki
0,1954,1000,0,0,0,0,0,1954,0,0,0,0,0,0,663,0,1000,0,0,0,0,1954,0,0,1843,1954,0,0,1954,0,180,663,0,111,111,0,0,0,0,0,111,0,0,0,1843,0,0,663,0,1843,1954,0,0,0,0,0,1180,0,0,0,0,0,0,1954,0,0,0,180,0,0
