overall_edited_substitution,no_inout_indicators,LEFT_NO_DETECTED,has_outout_rc_indicators,other_right_rc_mutations,is_treated,PRECISE_KNOCK_IN,OTHERS,is_nonspecific_outout_indicators,overall_edited_insertion,other_left_mutations,no_leftinout_rc_indicators,left_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,has_multi_leftinout_indicators,left_nearly_ki,overall_edited_deletion,other_right_mutations,is_perfect_ki_has_leftinout_indicators,total,no_outout_indicators,INSERT_EDITING,right_imperfect_ki_complex,right_perfect_ki,multiple_outout_indicators,both_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,has_outout_any_indicators,UNTREATED,right_nhej_ki,has_outout_reversible_indicators,is_nearly_leftinout_ki,has_multi_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,has_rightinout_indicators,is_perfect_outout_ki,no_rightinout_rc_indicators,rightonly_inout_indicators,left_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_rc_inout_indicators,unexpected_mutations,untreated,has_outout_no_indicators,has_edited_fragment_seq_in_other,is_nearly_rightinout_ki,rightonly_rc_inout_indicators,left_rc_nhej_ki,RIGHT_IMPRECISE_KNOCK_IN,is_untreated,RIGHT_OTHER_MUATIONS,right_nearly_ki,SUBSTITUTION_EDITING,has_outout_indicators,LEFT_IMPRECISE_KNOCK_IN,no_rightinout_indicators,both_inout_indicators,left_nhej_ki,right_rc_nhej_ki,has_leftinout_indicators,donor_insertion,left_perfect_ki,leftonly_inout_indicators,LEFT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,no_leftinout_indicators,other_left_rc_mutations,DELETION_EDITING
0,27534,28411,27534,0,22849,0,877,0,12747,0,28411,0,0,0,0,10102,0,0,28411,877,12747,0,0,0,0,0,0,28411,27534,4685,0,0,0,0,0,0,21,28411,0,0,0,0,0,4685,877,0,0,0,0,0,4685,0,0,0,0,0,28411,0,0,0,0,0,0,0,0,0,0,28411,0,10102
