RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_outout_indicators,overall_edited_deletion,OTHERS,is_perfect_ki_has_rightinout_indicators,has_rightinout_indicators,other_left_mutations,has_outout_no_indicators,left_perfect_ki,RIGHT_IMPRECISE_KNOCK_IN,other_left_rc_mutations,left_nearly_ki,no_inout_indicators,has_edited_fragment_seq_in_other,overall_edited_insertion,IMPRECISE_KNOCK_IN,has_outout_reversible_indicators,right_rc_nhej_ki,right_rc_imperfect_ki_complex,has_outout_rc_indicators,multiple_outout_indicators,right_nhej_ki,other_right_mutations,LEFT_OTHER_MUATIONS,rightonly_inout_indicators,has_outout_any_indicators,is_treated,left_nhej_ki,both_inout_indicators,INSERT_EDITING,is_nearly_leftinout_ki,right_perfect_ki,overall_edited_substitution,is_perfect_outout_ki,LEFT_NO_DETECTED,PRECISE_KNOCK_IN,has_multi_rightinout_indicators,left_rc_imperfect_ki_complex,SUBSTITUTION_EDITING,leftonly_rc_inout_indicators,unexpected_mutations,both_rc_inout_indicators,left_imperfect_ki_complex,leftonly_inout_indicators,rightonly_rc_inout_indicators,no_rightinout_indicators,no_rightinout_rc_indicators,has_leftinout_indicators,DELETION_EDITING,is_perfect_ki_has_leftinout_indicators,RIGHT_OTHER_MUATIONS,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_leftinout_rc_indicators,left_rc_nhej_ki,no_leftinout_indicators,other_right_rc_mutations,LEFT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,untreated,right_nearly_ki,right_imperfect_ki_complex,UNTREATED,is_nearly_rightinout_ki,has_outout_indicators,is_untreated,LEFT_PRECISE_KNOCK_IN,donor_insertion,RIGHT_NO_DETECTED,RIGHT_PRECISE_KNOCK_IN,total,has_multi_leftinout_indicators
0,428,11183,428,0,0,0,428,0,0,0,0,24618,0,1982,0,0,0,0,0,0,0,0,0,0,24618,13165,0,0,1982,0,0,0,0,25046,0,0,0,0,0,0,0,0,0,0,25046,25046,0,11183,0,0,0,25046,0,25046,0,0,0,11453,0,0,11453,0,24618,11453,0,0,25046,0,25046,0
