0,1,2,3,4,5,6,7
,,"Deletion
(11183 reads)","Insertion
(1982 reads)",,"Unmodified
(11453 reads)",,"UC(Other)
(428 reads)"
0,0,11183,1982,0,11453,0,428
0.0,0.0,44.64984428651282,7.913439271739999,0.0,45.727860736245304,0.0,1.7088557055018765
