V1
:10D:mh1,54
:10D:mh2,30
:10D:mh3,52
:11D:mh1,42
:12D,12
:13D:mh2,22
:14D,31
:15D,6
:15D:mh2,14
:16D:mh3,3
:16D:mh4,120
:17D,9
:17D:mh1,46
:1D:mh1,233
:1I:C,180
:1I:W,383
:20D:mh1,4
:20D:mh2,101
:20D:mh3,9
:21D,1
:21D:mh2,58
:22D,6
:22D:mh1,11
:23D:mh2,20
:23D:mh3,9
:24D,20
:24D:mh1,3
:24D:mh2,25
:24D:mh4,7
:25D:mh3,48
:26D,18
:26D:mh2,7
:27D:mh1,5
:27D:mh2,30
:28D:mh3,132
:29D:mh1,28
:2D,35
:2D:mh1,45
:30D,22
:31D,16
:32D,38
:32D:mh4,39
:34D,3
:34D:mh1,1
:34D:mh3,51
:36D,27
:36D:mh1,2
:36D:mh3,44
:38D,44
:39D:mh1,16
:3D:mh1,38
:42D,36
:46D,39
:47D,4
:4D:mh1,10
:4D:mh2,115
:50D,9
:54D,6
:58D,41
:59D,4
:5D,79
:6D,22
:7D,7
:7D:mh3,4
:8D,113
:8D:mh1,25
:9D,1
:9D:mh3,144
:9D:mh4,1
