A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,4.59442107189785,9.4127596731695,8.26660481602092,6.82685290182595,8.8140351262404,8.6616058135289,8.66536368669262,9.37630432729527,10.467879760896,9.16101178943309,10.0334027112615,10.04353873807,7.26563469895465,7.1415901540241,7.01484221567677,10.3220113029992,6.39748496324072,5.76909923884798,8.73582026270878,9.09193358947
AR,7.0544024003892,3.97879535525178,3.23385888149526,7.41230165004238,8.83359587884363,8.7835099707075,8.58786334409564,4.89900417181442,5.16479416283954,8.95805067897496,4.58701543370961,4.76860808382286,4.15596574352362,7.07594817070039,8.06298578250143,7.56089922436851,4.48420824506435,4.96175389915176,3.39144848502821,2.83000038097322
ATP5G1,8.67690223310943,7.9940703020983,3.73670376008034,9.5695314873669,10.7128559874338,10.366246668765,10.1243969174208,8.69833269633142,9.10013111326445,10.581005105857,8.40414413351019,8.23717792744459,9.00793375803799,8.31851859493039,9.41329923774471,10.624410726445,8.05335503843668,6.31051000171508,6.77263043698121,9.76668265433965
BRP44,6.18952009471973,5.68182320778029,6.47943022430019,5.85892082282868,8.18250976424319,5.57415815243983,5.80642299292566,8.36237897205323,7.91190447565427,6.19608778371244,8.06707981100435,7.93071727513215,4.2038546787134,8.17166136316502,7.05134446463438,9.14077332261716,7.42716476747216,3.78085909153507,6.21972554766431,6.68224752253774
C16orf93,8.69091022488117,4.85574784546335,4.47159474680856,6.93721689402177,8.97074345832988,9.7291964373425,9.67305473253427,7.41486623064958,8.27306632857285,9.57080510504802,7.83897973678667,7.63113540089647,5.96579650881281,8.22979583149034,7.55934052458393,8.72598953515013,8.32276754836142,5.86494361669179,4.9324786876359,6.30570526488654
C17orf96,7.27548735897542,6.78731754829541,6.62724839409969,7.08811207976584,8.43887931889006,4.14645092324239,5.24228820847131,8.28427384716604,8.99584873538895,6.03397832131513,8.53312601252561,8.43895188941204,4.74966012603168,6.65847501115549,7.39220014117908,8.60164010434485,7.07429803497902,4.91593644314475,6.45446831574881,6.61366458563013
C1orf204,6.74882692843219,7.50666729018518,6.61712778934224,7.5549979662395,9.23835077973115,5.32166384174212,3.92210830823668,5.86791385875427,6.13835506218927,6.38943850804887,5.61944194806863,5.37001753746544,5.98649569295524,7.94968656205877,8.29756796903659,9.78162723906111,6.67934448675051,4.83139681586889,6.77865496488741,7.75253706481813
CD34,9.11856866579126,8.48244941324596,7.0239621472803,8.78307358446584,10.6218563218179,11.3193626252868,11.3223866155494,2.93693671938218,3.50447037351259,11.2934547994449,3.95066715610967,2.73664438050717,9.46129959991312,9.40771648706121,9.80368477062054,11.1800957972496,8.66432781337864,9.56356283934746,8.89527661718895,9.80532640761802
FAM159B,7.66828459930893,7.59068319521081,5.99060420546166,8.21881070282215,9.41047118431872,9.24131970992014,9.12803732411385,3.84047146861437,2.55845561350216,9.41545355459685,3.72640110481607,3.79983979905674,7.06394797831361,8.28421625678071,8.58879643239628,9.55884258764974,7.3000874334865,6.41024767376878,7.29749194905401,8.00727381793585
HBXIP,7.22583759384131,6.60189809302098,6.310922177276,5.32631960011289,7.68392168583799,4.4766019315349,4.76884241627809,7.89443693660241,8.56767220894235,2.46745450847596,8.4563474047619,7.89499202402534,6.30668457140415,7.86850028969386,6.25136188409907,9.29089527468888,7.10181662985567,4.90987607011813,7.0464448978031,8.11685357715146
