0,1,2,3,4,5,6,7
,"Imperfect Editing
(1 reads)","Deletion
(11199 reads)","Insertion
(16576 reads)","Frequent Substitution
(25 reads)","Unmodified
(15101 reads)",,"UC(Other)
(984 reads)"
0,1,11199,16576,25,15101,0,984
0.0,0.0022786309984961033,25.518388552157862,37.77058743107141,0.05696577496240259,34.40960670828966,0.0,2.2421729025201658
