no_rightinout_rc_indicators,overall_edited_insertion,is_treated,rightonly_rc_inout_indicators,overall_edited_substitution,INSERT_EDITING,other_left_rc_mutations,untreated,DELETION_EDITING,right_perfect_ki,leftonly_rc_inout_indicators,OTHERS,donor_insertion,PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,rightonly_inout_indicators,left_rc_imperfect_ki_complex,both_rc_inout_indicators,is_perfect_outout_ki,left_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,has_rightinout_indicators,no_leftinout_indicators,UNTREATED,leftonly_inout_indicators,has_outout_rc_indicators,is_perfect_ki_has_leftinout_indicators,LEFT_PRECISE_KNOCK_IN,left_nhej_ki,left_nearly_ki,has_outout_reversible_indicators,has_multi_rightinout_indicators,right_imperfect_ki_complex,unexpected_mutations,has_outout_no_indicators,is_perfect_ki_has_rightinout_indicators,right_rc_nhej_ki,left_perfect_ki,RIGHT_OTHER_MUATIONS,other_right_mutations,total,has_outout_any_indicators,no_leftinout_rc_indicators,left_rc_nhej_ki,other_left_mutations,has_multi_leftinout_indicators,other_right_rc_mutations,multiple_outout_indicators,has_edited_fragment_seq_in_other,right_nhej_ki,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,is_nonspecific_outout_indicators,no_rightinout_indicators,both_inout_indicators,right_nearly_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,has_leftinout_indicators,LEFT_NO_DETECTED,overall_edited_deletion,is_nearly_leftinout_ki,no_inout_indicators,has_outout_indicators,is_nearly_rightinout_ki,no_outout_indicators,LEFT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,IMPRECISE_KNOCK_IN,is_untreated
2769,804,1919,0,3,804,1,595,1111,0,0,256,1,0,2769,0,0,1,0,0,0,0,2770,595,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,2770,2514,2769,0,0,0,0,0,0,0,1,0,3,0,2770,0,0,0,1,0,2769,1111,0,2513,2514,0,256,0,0,1,595
