LEFT_OTHER_MUATIONS,both_inout_indicators,has_outout_no_indicators,has_edited_fragment_seq_in_other,is_perfect_ki_has_rightinout_indicators,both_rc_inout_indicators,no_rightinout_rc_indicators,right_perfect_ki,no_rightinout_indicators,other_right_rc_mutations,INSERT_EDITING,donor_insertion,rightonly_rc_inout_indicators,no_leftinout_rc_indicators,is_treated,is_nearly_rightinout_ki,has_multi_leftinout_indicators,left_rc_nhej_ki,left_perfect_ki,left_rc_imperfect_ki_complex,UNTREATED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_rc_inout_indicators,has_leftinout_indicators,overall_edited_insertion,RIGHT_OTHER_MUATIONS,right_rc_nhej_ki,has_multi_rightinout_indicators,other_left_mutations,PRECISE_KNOCK_IN,right_nhej_ki,is_nonspecific_outout_indicators,is_perfect_outout_ki,right_nearly_ki,no_outout_indicators,has_outout_reversible_indicators,is_nearly_leftinout_ki,has_rightinout_indicators,RIGHT_PRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,has_outout_rc_indicators,other_right_mutations,LEFT_IMPRECISE_KNOCK_IN,total,has_outout_any_indicators,no_inout_indicators,LEFT_NO_DETECTED,OTHERS,multiple_outout_indicators,is_untreated,SUBSTITUTION_EDITING,IMPRECISE_KNOCK_IN,unexpected_mutations,no_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_inout_indicators,left_nearly_ki,is_perfect_ki_has_leftinout_indicators,overall_edited_substitution,untreated,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,left_imperfect_ki_complex,left_nhej_ki,right_imperfect_ki_complex,DELETION_EDITING,leftonly_inout_indicators,other_left_rc_mutations,overall_edited_deletion,RIGHT_NO_DETECTED
0,0,688,0,0,0,58833,0,58833,0,30268,0,0,58833,41409,0,0,0,0,0,16736,0,0,0,30268,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,58145,0,0,58833,58145,58145,58833,2594,0,16736,1,0,1906,58833,0,0,0,0,0,1,16736,0,0,0,0,0,9234,0,0,9234,58833
