0,1,2,3,4,5,6,7
,,"Deletion
(39448 reads)","Insertion
(20652 reads)",,"Unmodified
(11829 reads)",,"UC(Other)
(3239 reads)"
0,0,39448,20652,0,11829,0,3239
0.0,0.0,52.47977862920392,27.47445721583653,0.0,15.736749680715198,0.0,4.309014474244359
