A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,1.06416357868519,2.39490735433821,3.7613953426553,3.09611450592116,7.23782379178226,5.61886155245716,3.91837821004422,1.75723608786754,1.32929535744735,3.91281913305249,1.22437766101544,2.22197140843274,1.0328103273234,5.19640396244901,3.4495088074215,4.06722433352528,2.32486719036228,2.88562352466685,1.78654329048941,1.50208153878377
AR,1.84046535668656,1.98536589194102,3.16846929305381,2.9793046423898,4.2015521572425,5.40754732935067,5.80962708345254,1.32106586831165,1.69562789392978,4.49238257662087,1.95206889054145,1.16940441230976,1.55112538596928,4.09183689305174,3.42403853064755,1.55092584781103,1.33278914566756,2.86996023594866,2.26838380679113,1.05273392410828
ATP5G1,2.88197838465649,1.35959806269639,0.322038385493968,1.205271384268,2.24366077177021,2.15697815980874,1.83712482154537,2.08620485381305,2.70563408283785,2.23408933316058,2.31972777181279,2.21795857401708,1.70936078683481,1.3939706771889,1.53677457567071,2.42988553873975,2.32679904503381,0.580396234223005,1.33632215106419,2.84649506405966
BRP44,1.80764168666286,1.52491480893849,1.64024538183305,1.99244187442264,3.27231841867168,3.29185792194671,2.87948719576311,1.35140211646863,1.88557134643569,3.40086192187175,1.07804819517754,1.59199292850187,1.14573826843409,2.63517688040125,2.42334779498805,2.70980078361782,2.32908184611544,1.48157930506767,1.25351523306115,2.07354243375976
C16orf93,2.41452804491118,2.37276531689826,1.33971393974159,1.95367017834279,1.02346442051507,2.59097039935366,2.57666553840425,1.84312254281411,2.73906520252824,3.82425050609671,2.74257820181831,1.58637945704001,1.67999189140657,1.49477188696909,1.84948841609914,3.25478101892523,2.76206040754618,2.10324912815855,1.98307261444802,2.77335700920898
C17orf96,3.42206296934306,3.66554921780385,2.26708161395485,3.02754974222521,2.51276151412753,1.74824115277432,2.89279666611495,2.63081516965441,2.54283834843811,2.5510302875899,3.24279792804201,2.53561607323664,2.20998847555716,1.75827062210726,2.30349996345475,5.80520200722016,4.58789592842379,2.36430526206682,1.59568145424968,3.92870756531321
C1orf204,1.85685323084845,1.90138047599651,1.46346721616371,2.16761284986017,2.99770922431487,2.13802208690222,1.50001686998858,1.3889760071715,1.51858200170141,2.61873555051079,1.39574401127817,1.69334659508594,1.11688516985464,1.73149574417939,2.04111059332227,3.9515046088202,2.23802873352388,1.82604483059714,1.12239549674203,2.01807086222289
CD34,3.36155159643038,2.86869882027625,4.28845108005361,4.32997953301791,6.53711666111448,6.01236669267953,5.38996212979095,1.43271006697473,1.09077505249936,4.46703400885215,2.11452200889985,1.39153527447242,2.58759528280434,5.43051351329972,5.0187073957876,3.1842073467166,1.76003869271802,4.0361322338201,2.24483994469305,1.45686163801989
FAM159B,2.5727575928005,4.26443530114444,4.73368304933343,4.98953878333021,7.93626491859482,5.67528438875456,2.89162152532945,3.24671790605163,1.52297944140193,5.81838371468264,2.76869981929495,3.38048832451104,3.12457220373125,5.45400591124766,5.49782650435329,6.91014565869457,4.02140735221006,4.5250138939025,3.59279714818266,3.4463674477506
HBXIP,2.57395550006326,1.72715972897791,0.93785973154073,2.07018995576327,3.12416741546681,2.21307646855934,1.73647204441143,1.70876352604359,1.79442765018757,0.773330042436974,2.08322196468325,2.10797113621101,1.15365185320994,1.67720278094866,1.39996484239377,3.97176986343083,2.64339546616014,1.08373409385023,0.662559792157327,2.50366327608808
MAP3K1,1.01510155272507,1.5466171787525,2.2924110743171,2.44545946298538,2.90264033698399,3.39590645786598,3.10912378194251,0.898216246381517,0.827151478639777,3.47950972434031,0.287498315756959,0.92255235578955,1.05631549415574,2.58436684214336,3.18518366070719,2.37887402791152,1.60368503438521,2.00789273457061,1.20060682147269,1.11454237400633
ODZ3,4.12703109643516,4.15031717212108,6.33153672544598,6.96038513147482,7.73929039968677,8.31862044335257,8.54734523633447,2.67225118507981,2.6904416682139,7.56006868909093,3.04357804992952,2.30762415831657,3.92875285900186,7.32761142599739,7.94905324759415,3.91088282481433,2.84374436450283,6.08555281560578,3.89229019680679,1.86122724421884
PCSK91,1.67201250185632,2.88659108608099,2.31445970463355,3.25994285843858,4.0391242113278,4.16558117883594,3.91967538425924,1.70902272895238,1.21869216456005,3.20039978910772,1.93396879115199,1.24530178566093,1.04553408925033,3.23287365553962,2.96950652054764,4.06783449409143,2.17344956697791,2.54070630976815,1.61084340385971,1.99893983962646
PPP1R12C-Exon2,4.46198899921456,3.40121443596467,2.70039042270759,2.81516404221005,3.34691542582302,3.01574491475856,3.2710051368174,2.75366426247209,2.85790129261573,5.75627779980708,2.88107179206016,2.09667646082849,3.00680521335177,2.59199376965108,4.25976868755922,4.35838334071488,3.65301957037225,2.53428862581735,3.20240092638099,3.21320883235068
PTPLB,2.65474248686165,2.26580316112976,2.31266002144755,1.91547616510745,3.63259450326329,3.09193422719585,3.34935754375472,1.22654975298963,2.17370040575412,3.20483241932019,1.65709455733662,1.67798022914824,1.35590443123933,3.04618391072749,2.02497147527416,3.74382377989231,2.45098892842226,2.37642630388811,1.94046773968779,2.32132216917021
RP4-697K147,2.15639940927089,1.73524368778591,2.4335820647793,2.43974214441725,3.69298084799021,3.10706118093879,4.28232281127557,1.20395698402261,1.68324799720577,4.21401849734177,1.56193318458594,1.18074824241312,1.68328130608434,2.89579827068023,3.18048930797601,1.32923144804878,1.61639928049964,2.16869075814825,1.98400584932096,1.53148022076
TMEM57,2.71151263296384,2.15261139272446,2.07916026398477,3.11108669645348,3.13309920672526,3.91368163472994,2.95382607489129,1.44513864019687,1.70924583166422,3.78924358695383,2.42687038080917,1.45666041608901,2.0118147260613,2.79517701449252,2.24046321131988,3.81678479648946,1.72299496182977,2.73525121141254,2.17291986029207,2.54930461595611
TPH22,2.8037877869061,1.72927704414281,0.778105920996103,1.8021227860059,3.56399695804451,2.77857370568837,2.35019792239615,2.17553696736656,2.36925208780893,2.70804588514146,2.02594613335168,2.23758420550035,1.5642510677029,2.17212754517899,2.14445076502389,3.08152502619311,2.48414314460401,0.628398714845151,1.60514110867149,2.6702809700851
XRCC6,1.65639567900339,2.15927491230892,3.18339302150546,2.76193799492011,3.12207566194927,3.44000469961867,3.85272624613413,0.956058076233635,1.70769307426323,4.10163257097849,1.08131054198545,0.963045971557164,1.41321405684317,2.66068949847825,3.73504579196331,2.70569668820817,1.95258446079139,3.19328618065841,1.5817830256726,0.944009494860991
ZNF498,1.41758375227228,1.62729382815263,3.26331256397747,3.06474838143745,3.92635037685948,3.93238558940349,3.88322167928447,0.696536000044085,1.02710138767997,3.94623623321506,0.900091395169248,0.77193702999643,1.30595025032773,3.27599311412674,3.65437145552295,2.16751180174075,1.02691956735254,2.81710134063812,1.60517874096878,0.653653038127108
