V1
:10D,686
:10D:mh1,147
:11D,445
:12D,284
:12D:mh1,566
:13D,269
:13D:mh3,1280
:14D,216
:14D:mh1,315
:15D,384
:15D:mh2,1
:16D,197
:16D:mh1,117
:17D,277
:17D:mh1,225
:17D:mh2,259
:18D:mh1,5
:18D:mh2,400
:19D:mh1,32
:1D,2567
:1D:mh1,1113
:1I:A,42
:1I:G,127
:1I:Y,420
:20D,140
:20D:mh1,350
:20D:mh2,772
:21D,276
:21D:mh1,155
:22D,5
:22D:mh1,42
:23D,1
:23D:mh1,316
:24D:mh2,339
:25D,1
:25D:mh1,7
:26D:mh1,153
:29D,1
:29D:mh1,121
:2D,1895
:2D:mh2,972
:30D,175
:30D:mh1,8
:31D,89
:31D:mh2,45
:34D:mh1,5
:36D,8
:38D,33
:3D,1841
:3D:mh1,351
:3D:mh3,2
:42D,145
:43D,145
:44D,1
:45D,57
:47D,1
:4D,2953
:51D,6
:57D,4
:5D,1563
:5D:mh1,729
:6D,1388
:6D:mh2,1167
:7D,573
:7D:mh4,752
:8D,820
:8D:mh1,281
:9D,1109
:9D:mh1,429
