left_rc_imperfect_ki_complex,INSERT_EDITING,other_left_mutations,is_nearly_leftinout_ki,leftonly_rc_inout_indicators,has_edited_fragment_seq_in_other,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_OTHER_MUATIONS,is_untreated,other_left_rc_mutations,is_nearly_rightinout_ki,no_leftinout_rc_indicators,DELETION_EDITING,has_leftinout_indicators,has_rightinout_indicators,left_rc_nhej_ki,has_multi_rightinout_indicators,other_right_mutations,right_rc_imperfect_ki_complex,has_multi_leftinout_indicators,LEFT_IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,multiple_outout_indicators,left_perfect_ki,no_outout_indicators,left_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,overall_edited_deletion,has_outout_rc_indicators,has_outout_reversible_indicators,right_nearly_ki,other_right_rc_mutations,RIGHT_NO_DETECTED,is_treated,has_outout_no_indicators,total,RIGHT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,UNTREATED,is_perfect_ki_has_rightinout_indicators,LEFT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_nhej_ki,both_inout_indicators,OTHERS,overall_edited_insertion,both_rc_inout_indicators,no_inout_indicators,has_outout_indicators,no_rightinout_rc_indicators,no_leftinout_indicators,untreated,leftonly_inout_indicators,overall_edited_substitution,right_imperfect_ki_complex,PRECISE_KNOCK_IN,is_perfect_outout_ki,unexpected_mutations,IMPRECISE_KNOCK_IN,has_outout_any_indicators,rightonly_rc_inout_indicators,is_perfect_ki_has_leftinout_indicators,right_nhej_ki,right_rc_nhej_ki,donor_insertion,left_nearly_ki,LEFT_NO_DETECTED,right_perfect_ki,no_rightinout_indicators,is_nonspecific_outout_indicators,rightonly_inout_indicators
0,7699,0,0,0,0,0,0,3769,0,0,39301,27347,0,0,0,0,0,0,0,0,0,0,0,486,0,0,27347,38815,0,0,0,39301,35046,486,39301,0,0,3769,0,0,0,0,0,486,7699,0,38815,0,39301,39301,3769,0,0,0,0,0,0,0,38815,0,0,0,0,0,0,39301,0,39301,0,0
