A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,2.2049153491185,6.8127960659175,6.83285879871538,8.2067767561637,6.13521390834642,6.91798748321465,6.94637238341788,7.13235401824871,4.68313389295086,7.74276642171652
ATP5G1,6.6571111585915,2.47370592712674,7.22140596988968,8.44680977351052,5.3215414414885,5.03498431258143,5.19738525618643,6.61555368130245,4.18637621041229,4.31966884728793
BRP44,6.14687613680083,6.39341327761097,6.74880312509121,7.99761711012099,8.02963142821539,7.21143805746551,6.15822594667238,7.44556052760948,5.54895056288823,7.14810643655237
C16orf93,8.04825998401684,5.94928342228522,6.24584362029169,7.71188367287723,6.94478003741788,7.8423292260383,5.01638184967016,7.90288207473834,5.64420108361085,5.76136447873955
CD34,8.30386813331727,7.90528342255063,9.13092896824439,10.924245742706,1.88697437122156,3.80382042420685,8.61874365677577,9.46826599575987,9.3727448957724,9.12262070052698
MAP3K1,6.56946735959984,4.19010056042193,7.05609872674384,8.18802175006411,3.41348272005836,2.4570906970415,4.35001629440171,6.84961145517266,4.54746708510235,4.86654989890346
PCSK91,8.66510962681038,7.23676439797254,7.6198619349715,9.52822816132076,8.80641174149981,8.81201128799434,2.20467583777993,9.13534760982323,6.82763717925966,4.59935412589843
PPP1R12C-Exon2,5.67878755869428,5.71550490715611,5.2219501006648,7.20252415489641,7.17566229536837,7.64786929214527,6.30127614843206,3.54463017010507,4.16280624401276,7.02129498348089
TPH22,6.34907016806037,3.88591493978074,5.71394096127312,7.09547408519335,5.1353997905447,4.88474616803116,5.10492785832587,6.29495177797442,2.13135162965184,5.74480172805069
XRCC6,6.06220573595316,5.15438594638921,5.85851822625559,6.80590519608544,6.33976935337769,6.2500581338769,3.39829565317061,6.14907531682968,4.70546873391037,3.40011907399381
