is_treated,left_imperfect_ki_complex,other_right_mutations,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,overall_edited_substitution,untreated,RIGHT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,leftonly_inout_indicators,no_rightinout_rc_indicators,is_nearly_leftinout_ki,PRECISE_KNOCK_IN,rightonly_inout_indicators,both_rc_inout_indicators,no_inout_indicators,INSERT_EDITING,has_outout_any_indicators,multiple_outout_indicators,total,left_nearly_ki,right_rc_nhej_ki,overall_edited_deletion,left_perfect_ki,left_rc_imperfect_ki_complex,unexpected_mutations,is_perfect_ki_has_leftinout_indicators,no_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_reversible_indicators,has_multi_leftinout_indicators,LEFT_NO_DETECTED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,has_outout_no_indicators,other_left_mutations,is_untreated,has_edited_fragment_seq_in_other,OTHERS,rightonly_rc_inout_indicators,IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,right_nearly_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_left_rc_mutations,right_rc_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,right_nhej_ki,overall_edited_insertion,LEFT_IMPRECISE_KNOCK_IN,has_rightinout_indicators,has_outout_rc_indicators,is_nearly_rightinout_ki,no_leftinout_indicators,has_outout_indicators,left_nhej_ki,is_nonspecific_outout_indicators,no_rightinout_indicators,right_imperfect_ki_complex,left_rc_nhej_ki,other_right_rc_mutations,DELETION_EDITING,no_leftinout_rc_indicators,RIGHT_OTHER_MUATIONS,SUBSTITUTION_EDITING,leftonly_rc_inout_indicators,right_perfect_ki,is_perfect_outout_ki,donor_insertion,both_inout_indicators,LEFT_OTHER_MUATIONS
42741,0,1,0,1,0,2708,0,46468,0,46469,0,0,0,0,45448,24452,45449,0,46469,0,0,18288,0,0,0,0,1020,0,0,1,46468,0,2708,1020,1,2708,0,1020,0,1,1,0,0,0,0,0,0,24452,0,1,0,0,46468,45449,0,0,46468,0,0,0,18288,46469,1,0,0,0,0,1,1,1
