A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,2.57512766949617,8.54989469287342,6.91892004185092,7.61266246336085,8.75619478058707,8.48194537222821,8.43168134127928,6.85913765722471,7.89966790078841,9.04007752086768,7.4919027022014,7.30393226778945,7.33156943116973,7.52376339783092,7.73304322433343,9.93350879002616,5.40324423939527,4.84025423718317,8.21393510853879,9.07449434839362
AR,7.02360170001444,3.33881748424116,4.68338115724757,7.56164475063089,8.82434626774693,9.02835874425964,8.73015918771608,6.04166326126882,6.12626562699805,9.11175269059017,5.33254687321474,5.83314884415201,3.07202167721345,7.79050249408064,8.19900561234376,7.40606575433894,4.86591669446827,4.24886820958811,3.23876417263948,2.49125356904819
ATP5G1,8.23322831870188,6.83527545419742,1.86119256148251,8.1978974038175,9.38975384512866,8.00070558972357,7.86781259510846,5.7866322754742,5.99995528015469,8.56170954869482,5.26742605971273,5.16500660951937,6.77104759346377,7.34294862461715,7.83481427157199,9.56499692510045,7.79885795302468,3.79386378883967,5.51125221039961,8.35497314684447
BRP44,4.98580625780807,5.52587676153854,5.1341880606414,5.9159562780259,8.00394391010988,5.74345421567741,6.08886123355848,7.1260471289559,7.14648522077219,6.4690065874852,6.81265227888428,7.06116598169926,5.28634225370624,7.04648048231094,7.10077724214917,8.79188963540116,6.36247495739947,4.04025751852554,6.38222036323875,8.09242495936954
C16orf93,8.56232098318069,4.82320493329335,4.59749419917792,5.93705863677803,8.20403285687548,8.97432768011266,9.02766998556707,7.1275902130518,8.15345758823019,8.83745494544055,7.83392312754477,7.44415206343101,4.91728976982638,8.08736178187392,6.52543405306161,8.3336973686373,8.34731046281076,5.30902968782027,4.71703173499869,5.84386299794801
C17orf96,7.11403078201393,7.37578227194429,5.54325244149054,6.91454912992917,8.6901246856408,2.90645535944698,4.59163570369715,4.79972076174991,5.73368572038132,5.41655431181415,5.58009268484915,4.7979129013241,6.63001915603111,6.07577379821128,7.46031223487492,9.69057886351342,7.08033221608031,4.14436411241699,7.63156385354507,9.22059227469657
C1orf204,6.87225975175452,7.68067951601049,6.23881389782884,7.51285488269896,9.04511255270902,5.45873787098504,4.13446602991733,8.68035766171565,9.27005117859982,6.54120631575655,8.75819126928867,8.55623728390707,6.15626082151445,7.92838456688885,8.07617684075908,9.76517275060619,6.64579928970619,5.1972795325284,7.11207102021272,7.81973276359751
CD34,8.62990452157862,7.49996123739466,7.00958505643445,9.53003182832737,11.2461166837368,8.33563768934478,8.95501453877267,1.5919493195551,2.9563031008175,9.51835354796986,3.5300101635249,2.4458552801914,7.39453388683429,9.55677768859055,10.5919269108558,10.4924761108259,8.32221924225212,9.22262581001601,7.84773838641885,7.75778909023549
FAM159B,6.20042976879288,6.52126881667404,5.38307765991655,6.83367490549667,7.85408678652126,8.09828221663484,7.86927675862083,4.21649098244843,2.30724057053892,8.24947630811739,3.90471321524585,3.94470989257965,6.01316223872147,7.1858871117322,6.93777893315409,8.85763809630602,4.87796319743438,4.72484296325872,5.40304451631939,6.93429687319645
HBXIP,7.78761647197825,6.84148836925769,6.20821266274081,5.96400512497994,8.55903988995082,4.92810961294001,5.28878089234414,8.4674029212666,9.33242836532763,1.51120845479715,9.13541460372716,8.48990441602763,6.73087765599773,8.46316407551726,7.08386795707066,9.93380277670574,7.59897352207528,5.65775743293031,7.1278195392316,8.05949603881035
MAP3K1,7.46979496124834,6.03825900707269,3.81197014893262,6.28913396931881,8.59140569619539,9.16266154800952,9.03193242732438,3.56781064834301,3.30099296105192,9.01866856706472,1.24965271509219,3.41362460563255,4.30766097999537,7.66693691193096,7.31321380179874,9.2637558026367,5.58520846500903,4.40453469835648,5.3126101504199,4.6078992112456
ODZ3,8.44307897552638,7.76489931527495,7.97562789113014,9.68610517975796,11.2428749539048,11.3188048252527,10.9334235289252,3.24840943954604,3.17534552409571,11.6148655497007,3.71057578129132,1.9833136317555,9.23326267918662,9.97734331549454,10.6095833212875,10.9481327259342,8.60010582354877,9.20654177870714,9.03465238399936,9.78816914027076
PCSK91,8.94935498874801,5.4618770376083,5.77243668248361,8.67626391025477,10.4652866427618,10.178336961064,10.2622037966587,6.83470679630664,7.39825478665817,10.6419331225503,6.88816257724616,7.18565604346597,1.93037359595416,9.15706556762222,9.26687724815596,8.42511755401066,8.54801823791792,6.01179480672118,4.49579034231973,4.19545515726357
PPP1R12C-Exon2,6.58280352299312,8.11113374348295,4.91193767010219,5.74829190004332,8.48841141768132,4.11261909733668,6.4107166929164,8.13942694000773,9.21561104175459,6.92514831098255,8.15599868939506,8.8498815506918,5.34951260813927,2.61708708464938,6.17031119402374,9.69195718515337,6.32101904321655,4.11950745419714,7.12618252965066,7.71447179754508
PTPLB,7.06518622449194,7.18698491347263,6.35555703735617,5.40459923228146,8.23771853081439,8.35285511635153,8.27443825055517,7.59856735341825,8.46107914570754,8.66812600528853,8.07559753820004,8.04664851135656,6.74068981839777,5.85944456157089,5.22669094438774,9.27358141810001,6.90766995039498,6.01506536633902,6.95090691078842,8.64709677549635
RP4-697K147,8.27660528404637,6.50637934743779,6.21725975914574,9.67002223870349,10.2265593177814,10.3937640606158,10.2896022032212,8.07400734490883,9.56623060595945,10.9730380103212,8.98991697442446,8.43031729054577,5.7650967799451,8.98799685968103,9.33803124921016,2.67156839042835,8.60729871200208,8.02540943669039,5.72895603129898,5.53101836468528
TMEM57,6.27883529668883,6.06880928519286,5.60470531354142,6.54166358124266,8.59995171018168,8.56124121808294,8.54085690461628,5.66323916332629,6.27177875198737,8.8693046514999,6.38832700339089,5.59577565608297,7.24683054505373,6.97864921527937,7.07464636639523,8.3968098583015,5.5836075418616,5.10034625973874,7.20410848870833,8.98141282210548
TPH22,6.69561855957203,6.4878589607018,4.014298009216,6.23916454702251,7.72155157377591,5.23142588310669,5.48947725316317,6.62744499796649,7.06460701210505,5.93494026538904,6.53846203168327,6.65536106336621,4.99606112573908,6.7320147182467,6.49843528713777,8.71456325707635,6.45025207232902,1.73535612763506,5.78521795676212,7.26831276835052
XRCC6,8.27131699848694,5.0308096101705,6.42131355623631,9.11492882443609,9.96968819500218,8.03085699876808,8.06570338449189,8.91305054914918,9.45089313955066,8.71775201123038,8.69318026196154,8.86340725750609,4.18350032303167,8.81971299345687,9.00414796977305,7.79723438066011,8.19634201008471,7.39513743045468,2.48061529501728,4.25939099456589
ZNF498,7.61915849503428,5.3527108162297,6.27906661256541,9.65588604251556,10.551384388626,10.7904293547851,10.756776801965,9.27885009984577,9.95227862327101,10.8878975626386,9.04494787535378,9.46819000595453,3.96939747191534,8.95182900079343,10.1555792242757,3.89922208827364,7.38001738239253,7.83317480834269,4.78727637836801,3.35545848423589
