RIGHT_IMPRECISE_KNOCK_IN,no_leftinout_indicators,right_nhej_ki,unexpected_mutations,RIGHT_NO_DETECTED,other_left_mutations,rightonly_inout_indicators,has_outout_rc_indicators,is_nonspecific_outout_indicators,right_imperfect_ki_complex,no_outout_indicators,right_nearly_ki,has_leftinout_indicators,leftonly_inout_indicators,LEFT_PRECISE_KNOCK_IN,both_rc_inout_indicators,DELETION_EDITING,is_untreated,has_outout_no_indicators,has_multi_leftinout_indicators,no_inout_indicators,left_nearly_ki,overall_edited_deletion,has_edited_fragment_seq_in_other,has_outout_any_indicators,is_treated,is_perfect_ki_has_rightinout_indicators,left_rc_imperfect_ki_complex,overall_edited_insertion,left_imperfect_ki_complex,left_rc_nhej_ki,both_inout_indicators,has_rightinout_indicators,no_leftinout_rc_indicators,has_outout_indicators,total,other_left_rc_mutations,UNTREATED,has_outout_reversible_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,multiple_outout_indicators,right_rc_imperfect_ki_complex,OTHERS,RIGHT_OTHER_MUATIONS,INSERT_EDITING,LEFT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,donor_insertion,rightonly_rc_inout_indicators,untreated,other_right_mutations,is_nearly_rightinout_ki,RIGHT_PRECISE_KNOCK_IN,has_multi_rightinout_indicators,leftonly_rc_inout_indicators,PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,is_perfect_ki_has_leftinout_indicators,is_nearly_leftinout_ki,left_perfect_ki,IMPRECISE_KNOCK_IN,is_perfect_outout_ki,no_rightinout_indicators,no_rightinout_rc_indicators,overall_edited_substitution,other_right_rc_mutations,right_rc_nhej_ki,right_perfect_ki,left_nhej_ki,LEFT_NO_DETECTED
0,28229,0,0,28229,0,0,27934,0,0,295,0,0,0,0,0,2293,25372,295,0,27934,0,2293,0,27934,2562,0,0,269,0,0,0,0,28229,0,28229,0,25372,0,0,0,0,295,0,269,0,0,0,0,0,25372,0,0,0,0,0,0,0,0,0,0,0,0,28229,28229,0,0,0,0,0,28229
