UNTREATED,other_right_rc_mutations,LEFT_NO_DETECTED,multiple_outout_indicators,other_left_mutations,INSERT_EDITING,is_nearly_rightinout_ki,has_outout_rc_indicators,untreated,no_leftinout_rc_indicators,other_right_mutations,both_rc_inout_indicators,no_leftinout_indicators,leftonly_rc_inout_indicators,is_untreated,right_nhej_ki,no_rightinout_indicators,is_perfect_outout_ki,right_imperfect_ki_complex,SUBSTITUTION_EDITING,right_perfect_ki,donor_insertion,PRECISE_KNOCK_IN,right_rc_nhej_ki,both_inout_indicators,is_perfect_ki_has_rightinout_indicators,left_rc_imperfect_ki_complex,has_edited_fragment_seq_in_other,is_treated,no_inout_indicators,has_outout_any_indicators,LEFT_PRECISE_KNOCK_IN,other_left_rc_mutations,right_nearly_ki,rightonly_inout_indicators,left_nearly_ki,left_rc_nhej_ki,has_multi_leftinout_indicators,overall_edited_insertion,has_outout_no_indicators,leftonly_inout_indicators,has_rightinout_indicators,unexpected_mutations,total,overall_edited_deletion,LEFT_IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,IMPRECISE_KNOCK_IN,no_outout_indicators,has_multi_rightinout_indicators,is_nonspecific_outout_indicators,RIGHT_NO_DETECTED,is_perfect_ki_has_leftinout_indicators,is_nearly_leftinout_ki,OTHERS,has_outout_indicators,has_outout_reversible_indicators,overall_edited_substitution,has_leftinout_indicators,left_nhej_ki,RIGHT_PRECISE_KNOCK_IN,rightonly_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,right_rc_imperfect_ki_complex,no_rightinout_rc_indicators,DELETION_EDITING
187,0,2185,0,0,582,0,0,187,2185,0,0,2185,0,187,0,2185,0,0,0,0,0,0,0,0,0,0,0,1776,1963,1963,0,0,0,0,0,0,0,582,222,0,0,0,2185,1194,0,0,0,0,0,0,222,0,0,2185,0,0,222,1963,0,0,0,0,0,0,0,0,0,0,2185,1194
