overall_edited_deletion,has_outout_reversible_indicators,left_rc_imperfect_ki_complex,OTHERS,both_inout_indicators,leftonly_rc_inout_indicators,multiple_outout_indicators,LEFT_NO_DETECTED,is_treated,both_rc_inout_indicators,other_left_rc_mutations,overall_edited_insertion,has_rightinout_indicators,has_outout_rc_indicators,left_nearly_ki,left_nhej_ki,RIGHT_OTHER_MUATIONS,right_perfect_ki,right_nhej_ki,INSERT_EDITING,no_rightinout_rc_indicators,has_edited_fragment_seq_in_other,DELETION_EDITING,other_right_mutations,is_untreated,has_outout_no_indicators,has_multi_rightinout_indicators,no_leftinout_indicators,left_rc_nhej_ki,no_inout_indicators,left_perfect_ki,right_rc_nhej_ki,is_nearly_leftinout_ki,is_perfect_outout_ki,RIGHT_NO_DETECTED,unexpected_mutations,IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,no_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,SUBSTITUTION_EDITING,other_left_mutations,no_outout_indicators,LEFT_OTHER_MUATIONS,RIGHT_PRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,has_outout_any_indicators,has_leftinout_indicators,right_imperfect_ki_complex,total,no_leftinout_rc_indicators,untreated,leftonly_inout_indicators,overall_edited_substitution,other_right_rc_mutations,is_nearly_rightinout_ki,has_multi_leftinout_indicators,right_nearly_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,right_rc_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,rightonly_inout_indicators,rightonly_rc_inout_indicators,is_perfect_ki_has_leftinout_indicators,UNTREATED,donor_insertion,PRECISE_KNOCK_IN,is_perfect_ki_has_rightinout_indicators
4088,0,0,244,0,0,0,12126,10831,0,0,6729,0,11882,0,0,0,0,0,6729,12126,0,4088,0,1051,244,0,12126,0,11882,0,0,0,0,12126,0,0,0,12126,0,0,0,14,0,244,0,0,0,0,11882,0,0,12126,12126,1051,0,14,0,0,0,0,0,0,0,0,0,0,1051,0,0,0
