other_left_rc_mutations,total,right_perfect_ki,right_rc_imperfect_ki_complex,no_rightinout_indicators,left_imperfect_ki_complex,overall_edited_insertion,overall_edited_substitution,has_outout_indicators,is_perfect_outout_ki,left_nhej_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,is_perfect_ki_has_rightinout_indicators,right_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,OTHERS,right_nhej_ki,right_rc_nhej_ki,leftonly_rc_inout_indicators,no_leftinout_indicators,RIGHT_NO_DETECTED,SUBSTITUTION_EDITING,has_edited_fragment_seq_in_other,IMPRECISE_KNOCK_IN,INSERT_EDITING,untreated,overall_edited_deletion,has_outout_any_indicators,unexpected_mutations,RIGHT_OTHER_MUATIONS,leftonly_inout_indicators,has_multi_leftinout_indicators,other_left_mutations,no_inout_indicators,right_nearly_ki,LEFT_IMPRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,rightonly_rc_inout_indicators,both_inout_indicators,rightonly_inout_indicators,other_right_rc_mutations,is_nearly_leftinout_ki,donor_insertion,has_leftinout_indicators,is_nearly_rightinout_ki,no_leftinout_rc_indicators,LEFT_PRECISE_KNOCK_IN,DELETION_EDITING,multiple_outout_indicators,left_rc_imperfect_ki_complex,has_multi_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN,no_outout_indicators,both_rc_inout_indicators,has_outout_rc_indicators,other_right_mutations,has_outout_reversible_indicators,is_untreated,left_rc_nhej_ki,no_rightinout_rc_indicators,is_treated,has_rightinout_indicators,UNTREATED,is_nonspecific_outout_indicators,PRECISE_KNOCK_IN,left_nearly_ki,LEFT_NO_DETECTED,LEFT_OTHER_MUATIONS,has_outout_no_indicators
0,22547,0,0,22547,0,276,0,22491,0,0,0,0,0,0,0,56,0,0,0,22547,22547,0,0,0,276,22028,187,22491,0,0,0,0,0,22491,0,0,0,0,0,0,0,0,0,0,0,22547,0,187,0,0,0,0,0,56,0,0,0,0,22028,0,22547,463,0,22028,0,0,0,22547,0,56
