A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,3.48974543206062,8.48629738114029,7.75083413139987,7.72855783756219,8.31876737856417,8.40702358447993,8.19061512422221,8.16884627808916,8.3115286191887,8.60430649928063,7.99904167195072,8.23439150459626,8.44727989951409,7.6143907456024,7.97315607416375,9.75759927269227,5.68754109861672,7.03560210877292,8.15315543476124,8.30247543763235
AR,6.55486565335037,5.05080217184882,5.91508050534672,7.20728484575207,8.3827254771892,8.18835406693441,8.07476068811334,5.93247236462076,5.85583476882142,8.43606358129558,5.6712438089722,5.90863297116574,5.08598930673185,7.46669421932213,7.25925802492202,7.17518550332515,6.66105688110912,6.60920600742876,5.10871470299352,4.69156425098425
ATP5G1,8.57981991951423,7.87520381123738,6.65286496887477,8.46594035660648,9.01612698235872,9.12071275290828,8.92381160501765,6.90396364234165,6.94456749452809,9.58804231940107,6.88226771587363,6.93712845383417,7.69906217254428,8.60895919936477,8.66949482205365,8.83946690083722,8.49049430393311,7.83789130790737,7.41360354635129,7.79160447391475
BRP44,7.1095481138505,6.13950671213336,7.11558819359456,5.69833676233791,7.33315522659606,7.27665609154897,7.04778697853086,7.9693924801682,8.51377475223403,7.49391905721416,8.09820976082593,8.58868166239606,5.77428042517312,7.92030807224344,6.18281459688617,8.49358298049281,7.08553180545547,4.60861896404303,7.3302922084367,7.66240844776325
C16orf93,8.6352010280987,6.33166694877206,7.22208471230864,7.95928211167862,9.37221190663319,9.35912972300094,8.99394607965794,8.065206799885,9.09224937782621,9.29293316713144,8.76261403734412,9.00821434838667,7.03639276522563,8.8282940837643,8.44170265258944,8.85036165407639,8.73015625536017,7.65867942345495,6.9882053354496,7.06441052339175
C17orf96,8.1821262102776,8.37088093221054,7.98412319146492,7.80516351827081,9.22158338869426,8.21387931613894,7.84116567613287,9.21759585762323,9.06927311246327,9.3945413294032,8.12139235385007,9.18553449713885,7.51805998752918,8.60744468667331,7.16888633317166,9.4848716963694,8.32481324323149,5.92620552446426,8.71886188484682,9.41929488979961
C1orf204,7.07372088976646,7.88143990220912,7.41262145635698,6.91992473945368,7.80599658410408,7.70622379858426,6.83360828611537,8.40365814891815,8.81573598162704,7.85241320757777,8.52957869236044,8.65101538331259,6.43701995190913,7.92856242194386,7.00261070100577,8.44013925777308,7.09086941219979,5.21979978363615,7.68250455303606,8.00220095668669
CD34,7.78677842545667,7.17708604091959,7.28966732191863,8.60052510511092,9.88964654610391,9.6400567054116,9.78873233549321,2.32969289908847,3.62944486486208,10.2081181843126,3.81937775266046,3.71649948915751,7.41928229318938,9.15466444868671,9.26652157823529,9.2841543812638,7.64332596957279,8.75143266539297,7.48485503979897,7.18372212196153
FAM159B,6.21191453444574,7.52270683383626,6.00147221090214,7.6934214595733,8.40803023328803,8.35763873495412,8.17108163419628,4.59020214571326,3.93895831244279,8.67977421839136,4.51128573800517,4.64011281100943,7.59580670011528,7.43776674133789,7.85176730584998,8.72711808465822,6.14952636979739,7.08571396531644,6.90921194568097,7.97321541268206
HBXIP,6.76675954040979,7.75768525434703,7.00034908333163,6.46448014086397,7.45076595219921,6.43945864917245,6.02305959371863,8.18834734364858,8.47660904604972,7.06050451300898,8.27414136085316,8.57333938570338,6.15416384689436,7.86966172010876,6.294837478714,8.45295626131566,7.26680148855269,5.24428594945018,7.52273577365259,7.97497029976504
MAP3K1,6.7824004038537,6.56466833543233,5.77988922117518,7.35032849564114,7.87551891078159,7.96728683515058,7.88883181059163,3.82190134276513,3.64878823676234,8.33326285044438,2.34441489296445,3.76789644553347,6.26110125896437,7.36984305656615,7.46659378912848,7.96227667506774,6.82707823703777,6.51559038369234,5.87915208543822,6.36848451614426
ODZ3,8.79202707428597,9.82752843326333,8.64720923917238,10.3549697065315,11.1463511796352,11.0513649561572,10.9739016512108,3.9199568579261,3.96773125496505,11.3745755324955,4.12785581124818,2.7291782455098,9.60539949524521,10.0451998368764,10.7484166312463,11.1872524345778,8.80102314142316,10.0458948355867,9.26536783692515,9.62870383707323
PCSK91,8.10756833051166,6.09776482666521,6.7575210455831,7.76277956013315,8.80809475674216,8.72978239793206,8.46920942303965,8.22855840123495,8.69712005510274,9.09929934392955,8.44975045616991,8.60995901618368,3.28065427248108,8.42863434340929,8.04143820507344,7.43294238733556,7.92542379193481,6.17917945174479,5.66688798464743,5.14594307259598
PPP1R12C-Exon2,8.21494292147847,9.35289551052651,8.23357144087519,8.48815359580516,9.95685764933964,10.0108606364697,9.84873475921358,9.81326063555717,10.3174269502347,10.3398336284892,9.86034540003324,10.0701007716983,9.63673222980524,6.79561015834239,8.74867955193078,10.6163780041733,8.14941587086802,8.66653604405736,8.98243936723824,9.97592531379916
PTPLB,8.26988838081481,8.86312389580944,7.18285873691387,7.42923614958513,9.62551334946506,8.73792362873733,8.65632758110464,8.79234897666581,9.28431830872957,9.56186222514942,9.0021916501153,9.47687927730863,8.35580507314882,7.91007924386755,6.77075767003763,9.92739738153384,8.46820271542265,6.94835782396703,8.60760653057294,9.46228876175859
