A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,3.12069189995899,7.83469763254548,7.46817408417458,8.33597045396122,7.49106677857244,7.42141309579509,8.6870073373767,7.37357763617393,6.82402104791152,8.34233849255853
ATP5G1,7.67352021375313,5.61151182881398,7.51155692761589,8.21170264113833,7.10218795869539,6.9001999886219,6.64982038401411,7.56233358864719,6.60290408358806,6.22081871981859
BRP44,6.75359143382215,6.53503176788009,6.30613647057342,7.99027489770339,7.30848167947524,7.73225151050707,7.08893612465245,7.28753262119548,5.50394514144475,6.95298856926947
C16orf93,8.62287247202799,7.41357870956976,8.33080619048241,9.87313118352463,8.31053127221876,8.86714025940781,7.33715818194997,8.74731546241143,8.09492468371363,7.06795600512686
CD34,8.34548360268927,8.17222816346017,9.00747761130762,10.4897704677341,2.65546331317876,3.92590409755734,8.65562628397115,9.62726486480363,9.3293647053154,8.70324323441406
MAP3K1,7.0819831097712,6.44736344173431,7.83258339952869,8.94375751985648,4.40251447403482,2.87214127838179,6.1713738857573,8.03717110316359,7.11307612312826,6.13631837129096
PCSK91,7.06991980702306,6.96430787848677,8.11294080645426,9.13596128904319,6.50122301223084,6.62385915333719,2.37184156915762,8.46029288947933,6.72569236703586,4.79903512606615
PPP1R12C-Exon2,8.42720011523005,7.82993299110105,8.79579946090885,10.845585985707,9.64956181387851,9.21318142248986,9.97619095685147,7.11157833407796,8.75875469633828,9.18190037421529
TPH22,7.45611857364099,6.26596179413102,6.87965443652755,8.75774749270406,7.50444959974227,7.38484958590788,6.4701147306313,7.91358600384733,4.47385193933391,7.30435784519088
XRCC6,11.0345879866367,8.94270767315103,10.909460794053,13.0454515853604,10.0703301510236,9.7585381194176,9.90163617171205,11.0878250058666,10.2947906427825,8.88776897844056
