A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,2.87558467445969,8.60260507987864,8.07341473937663,7.9996534355743,8.68440120113819,8.73380254230543,8.53365419870896,7.84496060895607,8.00570520092625,8.83493617411968,7.50678341778273,7.91988547829364,8.79927591573939,7.94581787814236,8.37573611922345,10.1539948384527,5.85453273485932,7.27729437864093,8.41061417065741,8.59031886891074
AR,7.34538632340377,4.54338993506921,6.9724992169351,7.99639084941074,9.25696480555731,9.11070137862975,9.00368531067766,6.93487716537041,6.88064055730552,9.48695266755197,6.69477414872727,7.03222747397962,5.03809109277498,8.3209832005597,8.47593254708753,7.53057775540754,7.27827299156387,7.19190578575444,5.27335926078321,4.64777764918741
ATP5G1,7.22266690454015,6.79686731907789,4.92849974485724,7.09161544983744,7.56947479287902,7.91927853217186,7.46150874428757,5.63269664635058,5.88379883001805,8.35998915009443,5.63208219223328,5.70543652454435,6.86934792614859,7.16185066857484,7.28813520429125,7.78409122814265,6.99420791248175,6.44439453654266,6.25189270205567,7.22398529216927
BRP44,5.71264069579767,5.4545286674023,5.90776639273461,5.88167404160593,6.48680349666553,6.48995124382446,6.18313799120537,6.74275797289969,7.03434945308983,6.66817175484861,6.90788322186825,7.07891902569261,6.0018984392146,6.43929629843002,5.60798623957281,7.27253304065571,5.6309633812156,4.71753708262642,6.4587499790294,6.95161162064515
C16orf93,8.017553650426,5.83306086800549,7.16906448316713,7.59420645047899,9.105001511614,8.8277204919025,8.8877915054832,7.66093027627157,8.65132564340993,8.90819078111306,8.39121975866529,8.61639021329637,6.46270154937259,8.47251615445968,7.95831942923357,8.359642482494,8.42456117762365,7.42770601489087,6.29163117519772,6.19613820791281
C17orf96,6.40048383630004,7.37908564030229,6.75324528627447,6.22157311708946,7.40171176191373,6.81311382275534,7.32551140583218,5.47247612147299,5.75509655879085,7.50217798111636,5.57545933935393,5.77081572524223,6.41542690343405,7.66712502464439,6.33817085192672,8.30415117342066,6.62456776228704,5.05225265728288,7.39114119156505,7.91034227021273
C1orf204,6.74173506330042,7.7676278788732,7.53068904060087,7.15304320003513,8.03673315263971,8.0249343311299,7.04655835427435,8.6350329987651,8.90072446781305,8.27308433278544,8.54341642374128,8.56189008559328,6.2495837176045,8.03438279512428,7.30615499503685,8.40442732104794,6.98021879100582,6.00914496186329,7.32702640106105,7.41858193661021
CD34,8.52192447026443,7.7938792059738,8.32766699338932,9.46074819707103,11.0888156958821,10.6621083473106,10.89326868669,2.35565758555644,3.88705416486252,11.2386247784704,4.06812618718518,3.99753861125027,7.98651830226857,10.1446726607863,10.2890889783926,10.2098209491319,8.51657685546343,9.88044718318407,8.25616081805497,7.76743268841925
FAM159B,6.35224281781151,7.48567179833107,6.10447932999857,7.55745907978288,8.631076596752,8.43828243357689,8.05148305911523,4.84873852164621,3.1478532954579,8.72081180216818,4.49037913788588,5.03473913788179,7.55675779491742,7.62513260545147,7.78713098524035,8.85238438979199,6.52271008356014,7.28706687547546,7.19871174175083,8.02442169242855
HBXIP,7.42753762390019,7.92306845089149,7.54787801700563,7.57367837650761,8.48104654701928,4.79970805370304,5.02082450413644,8.77391826265503,9.17776878027528,2.08677079993318,8.90133524444715,8.91306129478187,6.70103636380941,8.36851022601442,7.63299915136712,8.95567727130935,7.59162901559439,6.12416194342537,7.64000212622285,7.77269656093495
MAP3K1,7.00620542702743,6.96608022764427,6.17103678169325,7.74791841596315,8.44729501909218,8.47088091922825,8.36227446415247,3.81488688953854,3.63464684994433,9.00387385412033,2.20747445828955,4.0416170311789,6.14475823462885,7.74865888388431,7.85823606754697,8.23414981396288,7.01896018351414,7.04651234025446,6.0839746417725,6.24777558983099
ODZ3,8.57897376849612,9.69187037880318,8.64330224661267,10.1916011347939,11.0141704668716,10.938687920706,10.7752512325337,3.92711733809492,3.93460138199975,11.2776592173947,4.08573732758123,2.32031001191148,9.42965597968267,9.97205725545775,10.5028443351192,11.0082110597254,8.64933634596056,9.89519729613321,9.26536195011959,9.50776114163724
PCSK91,8.34578701060454,6.22755473455299,7.61678231752674,8.51999419576732,9.46727183948452,9.3355558151574,9.25213359032378,7.29250588930229,7.51342811765256,9.65966348300037,7.61093751038315,7.74117869642173,2.69477436135283,9.22423516872684,8.74902927622484,7.43309171563935,8.09899008838496,6.66958689649712,5.5506040698013,4.63199667917368
