A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,4.74911641097963,9.04527475275543,8.46305833231116,8.42790980429767,9.19327876863151,9.03404236856047,8.75884555313412,9.44218904921041,9.73032648574436,9.42397698039693,9.226273293309,9.55596693219237,8.65696911595783,8.47064223337287,8.64985906542746,10.2376800221419,6.40634420313051,7.90923409596721,8.62913130342259,8.55008210393516
AR,6.2206166160992,4.68151348140214,5.2235571855361,6.76003121318955,7.80532924643904,7.78882306046459,7.56650407319524,5.33356411255594,5.33957947405715,8.26454390382366,5.26968058259776,5.47452458557176,5.0865367937251,7.05382236560951,7.13380725363712,6.96316163576451,6.28923455251933,6.19447709126706,4.93504063568758,4.66556461644993
ATP5G1,8.47326969888539,9.21134982457662,8.05765261936264,9.25216313829413,9.79059410087968,10.199039024098,9.65925704407184,7.36113888907338,7.59683806150795,10.4132887732884,7.41754679899574,7.61093759119573,9.30669766912711,9.31121588198441,9.52115379012282,10.2886745645537,8.55658880667212,8.81545857170928,8.85886102757522,9.74290461935035
BRP44,7.14029338439615,6.09105872294886,7.15175261656734,5.99824678585097,7.73241526260528,7.57767605127928,7.36170698551198,8.08824356960939,8.89515636929428,7.86723362093176,8.45493618687181,8.82140951847871,5.14963837280713,8.14757419236299,6.57820895410003,8.51750277909231,7.19078127735583,4.69195236778831,6.93241797429596,6.88704936486607
C16orf93,8.64555891899835,5.97741285768184,7.41671312211838,8.05001153046246,9.57125022282494,9.52895362478164,9.39956530855814,8.27236614407816,9.21678058612684,9.46870021036707,8.97909936050011,9.25806078792811,6.89577589258182,8.92198465334513,8.66672750105009,8.96796084811446,8.63606058585537,7.57824833982849,6.7557692183074,6.75479612273323
C17orf96,7.35654920921215,7.3366027235971,7.75497133584286,7.07966825155706,8.10952764547052,7.92227767771042,8.20754869334475,8.61283364280992,8.97986904677916,8.36437255057899,8.52496724279272,8.94436146798509,5.68756235359518,8.58888511511083,7.00604495970952,8.42696196881454,7.44013793929832,5.63717488336405,7.00363693740304,6.87739826887491
C1orf204,5.62767804809233,6.75213828322154,6.49049865553973,6.18256932390886,7.27894362329933,7.22679493621709,5.82448254592599,5.22224761575079,5.12054984355157,7.38742722568293,5.01584029691059,5.21074895401236,5.04235489472745,7.41759487352619,6.66284555198953,7.70615284474427,5.78932659325178,4.81259143118069,6.34674450418111,6.23931839047181
CD34,8.71802157285503,8.66498065855336,8.42738172592326,9.57003475729181,10.904181286752,10.8698707310436,10.8892257094887,3.71947927350272,4.1538669437389,11.2368482438692,4.3787272210282,4.34873786374193,9.49667985447196,10.2446209298439,10.5718359519706,10.9752476178327,8.71722421252939,9.98599947952816,9.19839338049118,9.56327859613731
FAM159B,6.75856632265914,8.04329438292207,6.67384439856609,8.58144885486011,9.42320037007131,9.09985485335705,8.90354473797549,4.54791297165632,3.58015231112714,9.6376517075711,4.53328817377588,4.66100344386867,7.92149575398883,8.08200577794306,8.67423304617932,9.41148560907513,6.69114383082506,7.83504998582887,7.46031605390169,8.08934863182176
HBXIP,7.08895711904269,7.72767161258255,7.08987411029786,6.78660155860185,7.8416367358862,4.80841630475201,4.67749043306948,8.29793028729436,8.56084886491165,3.32292181005498,8.39060725411382,8.58119143917768,6.43047074070723,8.00589224787553,6.76195007177714,8.55419623012495,7.33494049787184,5.44454203281988,7.50204521250897,7.85904957024077
MAP3K1,7.12881615081519,6.88171393878698,6.10395252271425,7.87351339347575,8.5087280251994,8.43968557582539,8.5293868785075,4.01967543600144,3.84608353343325,8.90617810659993,2.38523129727147,3.98506820519975,6.38339807402765,7.74085001035593,7.95804181993744,8.30882603272348,7.14789728667295,6.90740658370065,6.05762216804697,6.51685731853434
ODZ3,9.23585646663031,10.4328307541711,9.27071576562567,11.0279611104201,11.8121435107391,11.6865220917063,11.6271909047443,4.34581714244596,4.16861427688542,11.9757929503708,4.29702040438399,3.84320343678662,10.2072694536076,10.827850974145,11.3917678214996,11.732824596422,9.27363269533006,10.7169732932554,9.91342759169396,10.1852870744438
PCSK91,8.30234584536038,6.32922457492584,7.72291571014648,8.4310601233991,9.38054089116149,9.41509837996679,9.43351198906998,6.95273988882491,7.0233054453549,9.86634358336026,7.00665468077656,7.27746396931091,3.35997189563821,9.24964304875621,8.94675539771553,7.95167730627578,8.29646917428194,6.73237517771252,6.0381763370574,4.98762569859511
PPP1R12C-Exon2,8.71788928580268,10.0363974758823,8.75638402178581,9.3391614527602,10.8213976878706,10.6965343733744,10.4951871429285,10.565195564866,11.0547513497825,10.9741112626657,10.6736165141197,10.8941011111608,10.4032984731211,8.88634466930027,9.45943677276329,11.4223310817278,8.66850944357444,9.43901460747575,9.87404408584261,10.9288167895643
PTPLB,8.63206603203707,9.48772605630492,7.63515751990666,8.11323625605538,10.3477656530485,9.50715659423414,9.22393845627588,9.70664521797543,9.85442800442347,10.187133081705,9.65784003006197,10.1164494795285,8.97543543315385,8.69884462344203,7.44553266760541,10.685836851317,8.81064371448524,7.44822594935344,9.17009542404329,10.0395743084686
RP4-697K147,7.81382662345768,5.97584757352243,7.17652647176043,8.62884164568949,8.93786447389183,8.95869829455331,8.63793337042011,8.51323537549426,9.16071158059348,9.83545737866551,8.53853319418173,8.39567965315248,5.18879202256249,8.49171087672977,8.3844661369345,2.97733875229178,7.62875416236872,8.20659036298821,5.553932118901,4.68865065678283
TMEM57,5.60529734529953,6.94717876651891,5.90155820071128,6.90744013765178,7.57119843738451,7.59144039240069,7.50959815676431,5.60909709438251,6.16290044814898,7.96031427047722,5.8402058323035,5.6494510244124,7.27639215368891,6.69789511564711,7.06906232286704,8.29758263784033,5.37292603850771,6.46294611704894,6.88675587977233,7.72445831297513
TPH22,7.74428214953918,7.86795414184192,7.22327197509868,6.46855171902087,7.77318548769983,7.56437548523058,7.31292221255729,7.86924222409896,8.1334998442406,7.66861547519307,7.91521479519336,8.18511187742061,5.51681466919164,8.46333087675698,6.5226313236411,9.02469828053757,7.85800151620581,3.21707477334791,7.703911764982,8.0716658313836
XRCC6,7.8524082591039,6.24202061800601,7.88130567965077,9.6897649414955,10.4745611929636,10.525159926129,10.3232875316088,9.61929051871878,9.75589047612939,10.8179331745239,9.62793618522184,9.7863728395733,5.28895153408192,9.35715216759886,10.0848955878799,7.53730321829953,7.82619619425846,9.24253590481062,4.06566832201253,4.22151372203529
ZNF498,7.99259086448645,5.91262462773933,7.02473238562994,9.13380983010968,9.93552611806055,9.70875088827541,9.6068858394806,8.6097955378169,9.0560397376284,10.2460920442384,8.70558952120729,8.95007746029593,5.151252926428,8.81369822151046,9.52677859976725,7.27957001106295,8.10302692590415,8.8235574162093,4.78504628169634,3.77384443820328
