A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,XRCC6
A2LD1,4.2669574247101,7.18375101023456,7.3011579470111,8.23272279595091,8.328789846479,8.25877606546534,7.51165664354052,7.29659984787712,7.2517412326046
ATP5G1,8.55595548636803,6.8305405699867,8.32589866566344,9.15111453637209,7.43973158161091,7.3293391133168,8.27729688128896,8.4156276448493,7.91240629298235
BRP44,7.48854636039178,7.11118574093154,5.88229042010737,7.79144718969,8.17892415973826,8.37730854985478,6.47702698383481,7.93252639732225,7.96508743802604
C16orf93,9.13825551259491,7.57878395710999,8.25691010851438,10.2084408312211,8.83581986051244,9.02563460982517,7.63883793758824,8.94040861600348,7.59244756731267
CD34,8.31993231625817,7.37536364526636,8.82296760885521,10.2110952916948,2.96653906543677,4.0770105340938,8.67714673834598,9.35808503486894,8.36226506779223
MAP3K1,7.64696944157309,6.335943669104,8.61539218875775,9.33517689490006,4.06838159791011,2.79102394533407,8.1218165840828,8.31918246014369,7.00497456316789
PCSK91,7.68457090141379,6.58224712505102,7.75716284533824,8.90308451146857,8.19324655811181,8.29430770320938,2.9574918796992,8.22012165911412,5.28022738639778
PPP1R12C-Exon2,8.05818390472225,7.12961936488099,8.12898495986526,9.98648169480339,9.22272395811433,8.96646403454267,9.21356722921669,6.72393335837507,8.53614436169698
XRCC6,8.52256884847276,7.98707469933621,9.12340559302683,10.6423588592596,9.26477038696535,9.25589533255894,6.3362036232467,9.14772540537829,5.12809482212378
