A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,3.97391671838724,8.33726127300506,7.65477659371033,7.81180925255619,8.58853892324756,8.4978660643764,8.28703345787364,9.00984184752583,9.38204447183755,8.74999564191246,8.76692237033371,9.18472861275973,8.46138609337977,7.66622126540632,7.85907715459177,9.62807476276522,6.3430607585231,6.9362465287973,8.06023213272022,8.65493709990216
AR,7.02296690219301,4.30408502954242,6.22046168469699,7.34357591538432,8.59065236037386,8.60379945604368,8.33350361542936,6.78782301888317,6.93213639555356,8.85177274510395,6.6067625260847,6.94116619923474,4.65068461770516,7.71095831646779,7.84395206355384,6.87408457077158,6.88947486821622,6.7304744788066,4.9145877448683,4.30971970420768
ATP5G1,13.8686596690606,12.9782745839115,10.9415170548901,13.0547852916849,15.3971190890184,14.1614058937988,13.5420819729136,13.6817428563546,13.6341554598584,15.0220961789884,13.2715041478245,13.8939278767628,13.5675750638706,13.1992891412654,12.7405743660436,14.5806178331615,14.1004646391178,12.1587956254801,12.5964940570242,14.0530248474396
BRP44,4.94277679562392,6.4735738378943,6.51350124965316,4.95793814967971,6.52446490564934,6.53473782063543,6.40594878257035,7.51440163600372,7.79491566735478,6.66944279604023,7.65072884974454,7.8328953793452,6.71444276762457,6.3720460789757,5.94277836616867,8.05233171249306,4.92232172262717,4.93822324813383,7.03445325705462,7.33451047218223
C16orf93,7.70721848197804,5.62486354771697,7.04868654858722,7.49345918158033,9.05843198002908,8.85349311511121,8.83250330581551,6.27679420903776,7.2933547979896,8.80722796204474,7.04626057094038,7.33280096625517,6.25911824896269,8.30884969526538,7.93487403190621,8.27022799645118,8.14161258811347,7.34491792733164,6.13878536104575,6.03875159928485
C17orf96,6.48246529613998,8.07140426173912,7.32119128936042,7.0289091441258,8.29493024770481,7.38494677052451,7.95707653915281,8.14075393260171,8.52740046354901,8.44240138390849,8.31961644384936,8.70687888065784,7.54557020458031,7.8933221497244,6.78548996765662,9.03172926187064,6.39749799751123,5.8582533694725,8.15923472627509,8.86068017669091
C1orf204,5.13570748560522,7.35583318250631,6.6591896131537,6.08457489411591,7.00709472570851,6.89064147142851,5.80680803066003,7.65669892844518,8.04039737315187,7.20029209310518,7.81836710754007,8.08700054364704,6.61823763036606,6.8099206544797,6.53283813623199,8.41550514224254,5.25841091066216,5.24128862116404,7.04421078852471,7.60223225086361
CD34,8.48564293827464,8.25607265109106,8.25261920376441,9.26866494081801,10.7180590220467,10.4551549044833,10.6706808923876,2.37460535808719,3.90412899785198,10.9529872641728,4.14046072394078,3.96865178906201,8.91643937608983,9.9361557013402,10.041627309759,10.5181960478523,8.44942874898115,9.34602256390114,9.05976206502654,9.24985968302224
FAM159B,7.36469610977775,6.97170283820133,6.38307785945248,7.82844246835156,8.86425581333515,8.50870410253226,8.23989399767482,4.79646221202257,4.21887517270412,9.20991140609046,5.02224005778749,5.04200241324233,6.82707244014122,7.82199296914561,7.9115758447167,8.30368698592198,7.5400471067581,7.36886132794815,6.5762466660562,6.72591628275689
HBXIP,6.73852729077477,7.43893877746184,7.09888916424159,6.89903408188227,8.01385435125111,4.6290011695229,4.71044434823899,8.27836746067001,8.62875415859213,2.00099607621996,8.36914027414704,8.57555182693191,6.40188125054666,7.71297938650659,6.99882587206311,8.43262923481206,6.81453138857393,5.84995055410131,7.17268858862116,7.24648401047913
MAP3K1,7.30313991238759,7.20747387079652,6.55752633289581,7.99336057233891,8.63695096818711,8.58443397313737,8.69987311818995,3.84243550117561,3.607007004458,9.06456369121389,2.02432275296113,3.82453056876636,6.43333177750628,7.95429869249784,8.24401750729325,8.39819953759781,7.23656840498455,7.19635732504867,6.27955031791918,6.53583304459603
ODZ3,7.2650228186431,9.17502673294224,7.93788076853891,9.47057078696213,10.1480785021963,10.1416412967881,10.0420431078147,3.60708864974295,3.70913330438387,10.3530468109932,3.83515395816435,2.14525879238282,8.91589159443248,9.13171972223127,9.79905467206037,10.2107376513138,7.20651154790038,9.05836951777801,8.57807719787039,8.87946218490029
PCSK91,8.18307998623588,6.20047458310359,8.05888056478109,8.74236433201311,9.76834448990995,9.54616505975788,9.32239289676438,8.90769089670746,9.20196191681264,9.70658694896295,9.19916645911382,9.32849079519463,2.70903546667093,9.39249421858407,8.97450243847934,7.35089214861139,8.13005468247374,7.10731774079949,5.53280862330485,4.47886539279295
PPP1R12C-Exon2,5.70228884837223,7.16325191168129,6.21661398029808,6.30427888754089,8.05870455594146,7.97384865902141,7.69563010157575,5.41726613940461,5.8592654235204,7.9334500319374,5.62354291655227,5.7305280321394,7.32954497815838,3.78492650565309,6.36233077220578,8.5981999985858,5.84951704642469,6.56300542475147,6.96713927643744,7.72466458258515
PTPLB,6.50631268651942,7.575793660638,6.08348196549757,6.35164856635792,8.14818353719102,7.4257701172965,7.2378676609733,7.60876110260311,8.09140013301758,8.28458142260025,7.73460044418951,8.19516401256453,7.22010779416792,6.7630853839223,5.53544099486896,8.52337835915917,6.85702929149268,5.8620788040559,7.29741859323164,8.07816821672216
RP4-697K147,8.1635149910153,6.18993708547474,8.46586110988281,9.37193152512546,10.2183335654733,9.92532785247487,9.70807838176871,9.26349982026743,9.9398731736635,10.4562679500083,9.70958665168384,9.65757057556802,5.20689236816984,9.50699507373215,9.56721613461232,3.47965783571301,8.50434900035017,9.25683304666735,5.72240202805216,4.46570058718511
TMEM57,6.70709452947899,7.27798947415968,6.49250799909785,7.39747845107913,8.20011038086428,8.15948449552395,8.11079305937389,6.04397057973316,6.5099887669666,8.43748192111837,6.31276553755878,6.16100648257441,7.56753073056538,7.32510125889621,7.66426182138364,8.83920268574778,6.40810395983018,7.02239516779835,7.16858169512835,8.21454813216538
TPH22,7.05822433001559,7.20055045203259,6.17636417150457,6.62034090208147,8.12075148829671,7.73957868637166,7.31310521658616,7.25691648803212,7.29672820167758,8.00991582656574,7.11834822739475,7.48184855216062,6.30647437724468,7.61647807072356,6.45034207659937,8.62134678259806,7.3217946464456,4.28269651161454,7.06986719339795,7.87417533076578
XRCC6,7.91639814392668,5.97243437312539,7.63429685690678,9.06675446349862,9.76499371806033,9.74562030364819,9.60760939073209,8.59562991678386,8.98516819807439,10.1701409468193,8.74304475483395,8.86966570160444,5.01097956576232,9.04882984772278,9.2442100715316,7.22295251061738,8.09452429732559,8.6167278173336,3.09390717654606,4.23616481193039
ZNF498,6.65079610836326,5.44477137026304,6.90451843451458,8.36386848789088,9.2051255215268,9.17507870193716,8.93194042336891,7.74295520900409,7.9091281455297,9.26523363806504,7.74409257101121,7.84057208275478,4.72622856893075,8.25927093645001,8.7467355183766,6.59803620654586,6.64686548421251,8.21383954248292,4.56316677157995,3.26231675515564
