A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,4.09589513173398,7.35340058491811,7.44973548175321,8.24792591562192,8.38599200639765,8.15467622842936,7.732744941436,7.30959635907956,6.87593338821859,7.47803772362759
ATP5G1,8.42125974507598,6.73884912130917,8.22010322920169,9.01624158215664,7.08532970833989,6.93140735617553,8.23967593779367,8.39953359739126,7.79885642737561,7.77545517674438
BRP44,7.69455650524717,7.65879762344473,6.3479194747831,7.99839148836452,8.75715165247327,8.82979667311521,6.89186313729089,8.42171405755436,5.09226445454813,8.31596137376553
C16orf93,8.01361244591023,7.05624305638466,7.78287245740943,9.52328409086658,8.21833273003403,8.65335102755717,7.44513121633599,8.62892681246213,7.56744140698643,7.14672638506915
CD34,7.83389920112226,7.61812348467959,8.44306409081632,9.79902428591651,2.66931977545384,3.97302832632039,7.3606826167013,8.97270539566758,8.79974163351828,7.4122134597891
MAP3K1,7.21462320242562,6.99161882953617,8.43193519607954,9.10577332024675,4.37150821337772,3.13409122617587,8.04838723235521,8.25412409553376,7.68417490365055,7.27744582754558
PCSK91,7.19595456766418,6.82935087725193,7.66522629567363,8.58756470846799,8.07921526251282,8.24081776559391,3.61351638105455,8.14039341771641,6.36384296019264,5.45601683977199
PPP1R12C-Exon2,8.01971715248031,7.52057984730351,7.89668750253465,10.0503797149063,9.27440290822537,9.10413744549091,9.27927988350799,6.14236690409707,8.20588789702267,8.60696192079517
TPH22,9.41548562363979,8.17127517397315,7.49457475869935,9.47471841133503,9.04845967816762,8.96327188777441,7.52712313804157,9.61322284434275,4.94344236448162,9.23824096418003
XRCC6,9.27994145478691,8.08414477007045,9.82886684175692,11.3674957467164,9.98060481856538,9.84381118614622,7.05675078528728,9.8198163044568,9.3269028500581,6.4724805423581
