A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,3.40234913975672,7.74537955362379,7.5470881788649,8.40370592175901,9.24478943782259,9.09029480119225,7.56859633298737,7.48418183447412,6.89560023506277,7.49610169188309
ATP5G1,8.08235246863145,5.86762334541802,7.71020553023971,8.71437766187732,7.09164526771221,6.78921811629594,7.80667132899653,7.8076326744801,6.99581375870081,7.30689660923498
BRP44,6.45333760775686,6.19025333108495,6.29663374432375,7.90865493123436,7.69194757268334,7.66564195860785,7.17536375684886,7.07690146626009,5.51788658004049,7.1784093553221
C16orf93,8.32315539927274,7.11964768699116,7.8712500160296,9.61852758727811,7.97369703360319,8.53485340124529,6.96329925635189,8.53404248898396,7.68022606492961,6.73040754497001
CD34,8.19632961734776,8.42627211290512,9.20477449560295,10.7392822445127,2.5601131899691,3.95063866651319,7.54660909327536,9.90407173746028,9.66068241600404,7.8591541277697
MAP3K1,7.28011381652028,6.72762218796836,8.28208301189466,9.09668236077879,4.08933602314081,3.16864753455497,7.6226198547121,8.09344004649346,7.40730422234529,7.3179495624966
PCSK91,7.92242522525341,8.03208625430561,8.70479139227728,9.76762253796938,6.68177232680112,6.91803837903681,2.53220782533555,9.09452554990874,7.18997791669981,5.25478210523588
PPP1R12C-Exon2,7.11832636213354,7.05313693958711,7.5123473062223,9.48871593431985,8.72592554567784,8.82123775203524,8.75536586376203,5.82991158341691,7.87579345322617,8.17939032979447
TPH22,7.40140166550711,6.31956336377047,6.9795373629374,8.55620343719901,7.28545802355976,7.2807863446969,6.50412615997409,7.92945983947975,4.29498375047891,7.17243559296448
XRCC6,10.9918248063429,9.28766653833607,10.9681999995677,13.0875829485509,11.5259819099759,11.2603004615343,9.50331752165238,11.1639910817593,10.3665685000179,9.09338179980261
