A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,4.46291233972083,7.34958844079975,7.55990746828048,8.32264618495177,8.60958500463654,8.63968462961483,7.79262495155308,7.42603126565308,6.89012506680703,7.50958440015741
ATP5G1,8.27265499328496,6.30071635872369,8.07832266875068,8.91712981520348,7.24510879816639,7.27743736405782,8.08167962736337,8.26584635217955,7.55925939976067,7.6632477373605
BRP44,7.88244400056732,7.50644784642662,6.00027718280556,8.47204344212347,8.78537192577351,8.8749844236778,7.11076401045608,8.67619807311441,5.12850438962703,8.41601901240926
C16orf93,9.15695570061844,7.37872112059228,8.38043908861688,9.97755544208109,8.62987238364258,8.97548621888228,7.87104314856881,9.00846164363357,8.02415004635027,7.59264886433183
CD34,7.89683675501696,7.33180598012904,8.41083728624826,9.7651561418281,3.11795942110923,3.95129306927636,7.79967660730049,8.95594164206506,8.6875701573084,7.8359908174512
MAP3K1,7.81036811827995,6.67122842600777,8.70263574229077,9.4345063580552,4.23698710527963,2.81961842617512,7.12155682360576,8.57441953039552,7.56543704389603,6.50377793630001
PCSK91,7.44657406221079,6.50720377752082,7.62300570768579,8.67925515637425,7.83031078016774,8.07132152343986,3.47630664261863,7.99893328913391,6.32739334368735,5.19664911924351
PPP1R12C-Exon2,6.81829285951965,6.81968602969171,7.12280890307207,9.11759672571822,7.26121074666464,7.34890130070455,8.37446243354695,5.08297043122763,7.38559910961727,7.91329701474192
TPH22,10.2383680303907,8.31688700163251,8.21648473760956,10.241699515021,10.1478018993771,9.96648293638148,8.07665204415559,10.0186853882204,6.00659204485073,9.27310640406152
XRCC6,11.8801649848312,9.78425891220573,11.5858258678653,13.7699668998938,12.1439831057151,11.8428558822438,10.4028663991892,11.7571802987523,10.9118275504313,9.87739654959418
