A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,3.28092083831914,7.44933062195101,7.45794758528593,8.21180098136663,7.20737565358205,7.0499650635275,8.49485666869949,7.25590014076429,6.70566137876166,8.24337437651571
ATP5G1,7.94036455078011,5.38171720147293,7.64361896541155,8.21728473602354,6.77769268308527,6.62824167725238,7.67158521346078,7.54158975201691,6.84753033479856,6.98308344837901
BRP44,6.10682327186887,6.21898425085777,5.5400167469828,7.48606200928672,6.93315419580398,7.21023345072368,6.18357486277766,6.84967026985593,5.34424043769404,6.55643732223754
C16orf93,8.06353863932473,6.93078657040154,7.66055390529288,9.26222267767544,7.65434842175864,8.28932865969848,6.6624596789434,8.29365809522898,7.39825385401145,6.53019576639687
CD34,8.4641758050504,8.7701919208354,9.479755141094,10.9436001822465,2.90026489145606,4.17480281587277,9.13942751819939,10.1231293586801,9.92958562005512,9.22156732969553
MAP3K1,6.73087726947777,6.5065604786957,7.80788103246119,8.69347983502156,3.99424142562905,2.73594665433802,6.66084042627126,7.73557604390063,7.09465471416752,6.53948556164687
PCSK91,7.23016277129181,8.00328249654245,8.53123735504788,9.46647391171935,7.08262339303089,7.1433181866158,2.62500321849343,8.96279481197565,7.32281268500769,5.26359321016839
PPP1R12C-Exon2,7.58063973302699,7.32059575499454,8.23047203275651,10.0829275005214,8.4865698715227,8.47189875049323,8.27119629486547,6.95275563521285,8.10827789037401,7.71669477363107
TPH22,6.9684709861528,5.97078984517701,6.58276703644725,7.84820880317779,6.70786437389578,6.87276559693146,5.77423122997244,7.42508010612261,3.692598033956,6.68195516546933
XRCC6,9.72793903229405,8.53939479180125,10.2254389482707,12.1456019325834,10.748124743109,10.5966253513282,9.00837029169512,10.2775169745199,9.67518437644209,7.49173507081586
