A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,2.62931442618506,7.62122650927932,7.46110819040964,8.12062601662539,7.08455005400193,6.98232484071279,8.08467443916778,7.29243553823178,6.61836419249185,7.90972527839109
ATP5G1,7.23208708834847,6.13991086301833,7.7291480007644,8.27492074021179,6.36116227453312,6.36032980131982,6.7886648522719,7.63385422810179,6.8677828881534,6.26856300765125
BRP44,6.57653597866888,6.62461688034666,7.12523242512362,7.60461014055306,7.64908493045663,7.35443222453021,7.21387966329148,7.46512866785498,5.51683073170781,6.81745860353396
C16orf93,8.72414407124808,7.44544620635516,8.21046513325345,9.72649499763122,8.09517076954019,8.77505749405675,7.35933557695361,8.74178405696409,8.02431445296651,7.1511606986453
CD34,8.4946931347295,8.78107501868328,9.42810549443847,10.8929307574976,2.79166328871607,4.35497985995876,9.27721718593153,10.1083561623014,9.88790023726929,9.33023524029041
MAP3K1,7.42257689425447,6.23602453425113,7.91019720757472,8.86937244408266,4.68112341847332,3.85959168032688,6.15097642130543,7.61591649416535,7.18466856791919,5.93035955945532
PCSK91,8.34713632211017,8.05891715129321,8.75955876085062,9.77124163176369,9.18134565756479,9.03482037374807,3.10617786292931,9.25971930770764,7.24827039867537,5.49033266653663
PPP1R12C-Exon2,7.00590982115026,7.39229728457498,7.39914262561618,9.39654778041437,8.66328963642672,8.88318211365097,8.74999607806462,5.55314398757876,7.55208916196181,8.29661569233821
TPH22,7.42652232689045,6.34597498089106,6.96619126573377,8.74765532967648,6.82687070124764,6.90368959773605,6.91414361179317,8.16136707327712,4.59308897815636,7.69297243371545
XRCC6,12.0960486880566,9.82317277527213,11.7339592211053,13.8570847438559,12.266232246995,11.9357705583513,10.813938625279,11.8525269512416,10.9716661289777,9.97051859414305
